Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];∅ Anrainer DE/LU[€/MWh];Belgien[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Niederlande[€/MWh];Norwegen 2[€/MWh];Österreich[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Tschechien[€/MWh];DE/AT/LU[€/MWh];Italien (Nord)[€/MWh];Slowenien[€/MWh];Ungarn[€/MWh]
20.01.2022;17:00;176,05;188,04;200,35;134,82;134,82;248,51;226,92;138,2;234,96;134,82;134,82;245,25;234,96;-;248,51;234,96;248,51
20.01.2022;18:00;192,74;185,61;230;132,26;132,26;265;188,3;136,88;211,74;132,26;132,26;269;211,74;-;265;260,1;211,74
20.01.2022;19:00;180;170,18;187,64;113,28;113,28;265,45;179,97;136,8;205,63;113,28;113,28;263,38;180;-;265,45;260,1;205,63
20.01.2022;20:00;152,33;156,62;200,59;99,37;99,37;246,1;160,1;136,69;181,52;99,37;99,37;248,02;152,33;-;246,1;229;181,52
20.01.2022;21:00;137,91;143,71;181,4;92,41;92,41;220,56;152;136,29;163,61;92,41;92,41;219,45;137,91;-;220,56;220,56;163,61
20.01.2022;22:00;131,76;139,72;179,43;113,4;74,9;206,12;170,2;132,55;154,53;87,77;74,9;211,33;131,76;-;206,12;206,12;154,53
20.01.2022;23:00;121,39;127,82;170,22;94,9;45,62;198,75;160;128,71;145,08;88,32;45,62;207,44;121,39;-;196,8;145,08;145,08
21.01.2022;00:00;119,19;119,25;179,58;102,12;15,14;197,6;150;127,54;141,52;77,39;15,14;186,58;119,19;-;197,6;197,6;143,11
21.01.2022;01:00;117,87;117,11;173,17;100;15,04;187;150;126,85;145,46;75,6;15,04;182,22;117,87;-;187;187;145,46
21.01.2022;02:00;110,92;114,63;158,83;100,1;15,05;192,99;150,5;127,49;135,89;75,11;15,05;179,01;110,92;-;183,14;183,14;135,89
21.01.2022;03:00;113,14;115,25;156,39;110,59;15,16;186,69;150,5;127,98;143,61;75,14;15,16;173,41;113,14;-;182,07;143,61;143,61
21.01.2022;04:00;119,15;119,94;157,58;119,15;15,47;182,3;160,1;128,27;160,08;88,57;15,47;173,21;119,15;-;182,3;160,08;160,08
21.01.2022;05:00;120,73;126,15;161,69;120,73;49,96;192,17;150,5;131,22;142,47;82,76;49,96;185,45;120,73;-;189,52;176,91;189,52
21.01.2022;06:00;148,76;152,91;186;117,75;117,75;211,68;154,86;132,59;167,87;117,75;117,75;209,3;148,76;-;211,68;211,68;240,71
21.01.2022;07:00;207,59;181,56;220,3;142,9;142,9;253,84;174,96;141,57;218,53;108,74;142,9;242,95;207,59;-;253,84;244,56;260,29
21.01.2022;08:00;223,15;188,88;219,6;144,49;144,49;263,75;188;144,49;232,75;111,46;144,49;261,03;223,15;-;263,75;263,75;263,75
21.01.2022;09:00;215,79;187,18;226,1;144,28;144,28;261,98;177,77;144,28;226,94;112,67;144,28;260,61;215,79;-;261,98;226,94;226,94
21.01.2022;10:00;206,51;181,26;210;144,15;144,15;242,24;181,26;144,15;215,06;112,37;144,15;249,84;206,51;-;242,24;215,06;215,06
21.01.2022;11:00;206,43;180,94;226,1;142,68;142,68;221,87;196,27;142,68;210,4;113,69;142,68;244,91;206,43;-;221,87;210,4;210,4
21.01.2022;12:00;190;170,47;200,1;139,34;141,36;213,47;168,75;141,36;195,99;112,48;141,36;231;190;-;213,47;195,99;195,99
21.01.2022;13:00;170,08;162,68;187,77;146,49;144,47;195,3;150;144,47;176,56;111,46;144,47;218,36;170,08;-;195,3;176,56;176,56
21.01.2022;14:00;169,29;163,11;186,63;142,72;142,72;192,48;175,98;142,72;176,42;113,62;142,72;208,95;169,29;-;193,08;193,08;176,42
21.01.2022;15:00;190;168,57;190;143,76;143,76;190;190;143,76;190;114,07;143,76;215,12;190;-;201,21;201,21;202,44
21.01.2022;16:00;177,44;170,92;196,89;145,69;145,69;189,45;198,01;145,69;181,24;129,61;145,69;220,94;181,24;-;220;220;251,78
21.01.2022;17:00;179,99;184,86;215,4;157,12;157,12;228,63;202;148,34;195,19;130,81;157,12;246,58;195,19;-;249,43;249,43;267,59
21.01.2022;18:00;165,05;181,97;220,3;154,52;154,52;266;166,6;146,93;190,7;126,1;154,52;256,42;165,05;-;266;266;266
21.01.2022;19:00;145,81;173,79;225;142,31;142,31;260,29;160;141,29;175,12;123,92;142,31;253,35;145,81;-;260,29;260,29;260,29
21.01.2022;20:00;139,73;160,19;148,5;139,73;139,73;233,1;166,6;136,78;165,04;120,02;136,78;236,13;139,73;-;233,1;233,1;244,47
21.01.2022;21:00;132,25;156,43;192,7;132,25;132,25;221,97;152,9;134,18;164,14;114,04;132,25;211,82;132,25;-;221,97;221,97;232,75
21.01.2022;22:00;133,59;156,83;180,27;133,59;133,59;207,56;180;133,59;154,07;133,59;133,59;201,66;133,59;-;198,54;198,54;220,43
21.01.2022;23:00;120,01;145,89;184,06;120,01;120,01;208,29;143,04;127,58;143,87;120,01;120,01;197,85;120,01;-;189,52;189,52;195,02
22.01.2022;00:00;123,58;148,11;177,9;123,58;123,58;198,3;142,6;127,54;165,01;123,58;123,58;199,99;123,58;-;198,3;165,01;188,45
22.01.2022;01:00;120,3;143,62;169,18;120,3;120,3;189,2;140,89;124,15;162;120,3;120,3;192,86;120,3;-;189,2;162;165,88
22.01.2022;02:00;119,99;143,55;170,94;119,99;119,99;187,21;145,6;123,83;164,08;119,99;119,99;187,49;119,99;-;187,21;164,08;164,08
22.01.2022;03:00;121,8;141,05;154,24;121,8;121,8;178,72;140;125,7;164,91;121,8;121,8;178,93;121,8;-;178,72;164,91;164,91
22.01.2022;04:00;123,57;142,67;164,26;123,57;123,57;176,04;145,6;127,53;162;123,57;123,57;176,05;123,57;-;176,04;162;162
22.01.2022;05:00;123,68;143,89;159,96;123,68;123,68;176,35;151;128,48;168,48;123,68;123,68;180,16;123,68;-;176,35;168,48;176,35
22.01.2022;06:00;120;147,5;173,1;120;120;187,35;170;129,51;173,95;120;120;188,59;120;-;190,29;190,29;173,95
22.01.2022;07:00;148,35;158,07;173,37;148,35;148,35;196,91;149,9;137,44;163,86;123,88;148,35;199,97;148,35;-;213,65;213,65;163,86
22.01.2022;08:00;186;180,59;194,1;180,85;186;210;179,3;142,68;193,3;123,71;181,54;209,03;186;-;233,83;233,83;193,3
22.01.2022;09:00;207,46;196,9;210;200,01;207,46;215,38;200,01;143,73;209,49;158,31;202,48;211,55;207,46;-;220,31;220,31;209,49
22.01.2022;10:00;211,25;200,06;215;203,02;211,25;217,6;203,02;145,39;212,75;165,6;206,18;209,61;211,25;-;217,6;212,75;212,75
22.01.2022;11:00;209,69;199,66;209,6;204,66;209,69;209,66;204,66;145,59;209,66;181,02;204,66;207,37;209,66;-;209,66;209,66;209,66
22.01.2022;12:00;200,83;191,78;201,22;189,82;200,83;201,72;189,82;145,49;201;183,02;196,01;199,79;200,83;-;201;201;201
22.01.2022;13:00;188,54;181,25;190,02;154,15;184,01;191,05;184,9;145,34;189,13;188,54;184,01;194,01;188,54;-;189,13;189,13;189,13
22.01.2022;14:00;185,88;177,07;188,31;149,13;181,42;189,99;180,1;144,81;186,86;171,63;181,42;188,17;185,88;-;189,99;189,99;186,86
22.01.2022;15:00;196,5;185,75;196,5;149,54;191,78;196,5;196,5;145,2;196,5;189,85;191,78;192,65;196,5;-;196,5;196,5;196,5
22.01.2022;16:00;197,25;189,17;196,14;175,14;197,25;196,52;180,9;146,67;197;197,25;197,25;199,49;197,25;-;197;197;211,18
22.01.2022;17:00;222,31;215,41;222,31;222,31;222,31;222,31;222,31;149,18;222,31;220,76;222,31;221,14;222,31;-;222,31;222,31;235,86
22.01.2022;18:00;230,82;221,09;234,09;219,95;225,28;240;219,95;148,92;232,88;220,76;225,28;234,06;230,82;-;240;240;232,88
22.01.2022;19:00;214,32;199,32;220,7;157,29;179,88;245,27;180;145,99;221,1;214,32;179,88;233,82;214,32;-;245,27;240,1;221,1
22.01.2022;20:00;207,14;185,54;219,49;145,78;145,78;227,75;180,58;143,68;211,91;193,15;145,78;219,85;207,14;-;227,75;225,1;227,75
22.01.2022;21:00;190,33;175,76;200;145,73;145,73;211,88;171;141,51;195,28;179,9;145,73;206,31;190,33;-;211,88;195,28;204,52
22.01.2022;22:00;193,52;171,77;188,01;142,62;142,62;203;185,33;138,48;195,19;156,72;142,62;201,37;193,52;-;202,1;195,19;195,19
22.01.2022;23:00;175,07;163,7;191,66;138,67;138,67;197;179,8;134,65;179,58;134,65;134,65;196,3;175,07;-;197;179,58;179,58
23.01.2022;00:00;171,69;162,45;213,3;135,58;135,58;197,14;178,76;131,65;177,06;121,29;121,29;203,66;171,69;-;197,14;177,06;177,06
23.01.2022;01:00;183,01;157,02;178,93;135,29;135,29;190;176;131,37;184,2;107,7;107,7;197,73;183,01;-;190;184,2;184,2
23.01.2022;02:00;185,22;155,23;187,07;135,32;135,32;187,98;180,1;131,4;185,78;93,75;93,75;191,82;185,22;-;187,98;185,78;185,78
23.01.2022;03:00;179,73;151,59;179,73;135,24;135,24;179,73;179,73;131,32;179,73;93,35;88;185,66;179,73;-;179,73;179,73;179,73
23.01.2022;04:00;179,04;150,13;179,04;135,19;135,19;179,04;179,04;131,27;179,04;93,75;87,91;172,92;179,04;-;179,04;179,04;179,04
23.01.2022;05:00;179,49;150,11;179,49;135,78;135,78;179,49;179,49;131,84;179,49;94,08;85;171,28;179,49;-;179,49;179,49;179,49
23.01.2022;06:00;168,23;149,13;168,2;135,82;135,82;179,93;165,68;131,88;171,05;105,26;105,26;173,26;168,23;-;189,89;171,05;171,05
23.01.2022;07:00;172,45;152,51;162;136,72;136,72;189,99;163,78;132,75;176,33;111,92;111,92;183,04;172,45;-;189,99;176,33;176,33
23.01.2022;08:00;184,93;164,11;188,51;137,44;137,44;190;185,68;133,46;186,34;133,46;133,46;194,54;184,93;-;190;186,34;186,34
23.01.2022;09:00;195,31;170,51;195,31;142,04;142,04;195,31;195,31;137,92;195,31;139,14;137,92;200,04;195,31;-;195,31;195,31;195,31
23.01.2022;10:00;195,34;175,9;195,34;144,26;144,26;195,34;195,34;140,07;195,34;187,81;140,07;201,7;195,34;-;195,34;195,34;195,34
23.01.2022;11:00;195,87;176,81;195,87;144,83;144,83;195,87;195,87;140,63;195,87;189,99;144,83;200,41;195,87;-;195,87;195,87;195,87
23.01.2022;12:00;195,41;176,17;195,41;145,07;145,07;195,41;195,41;140,87;195,41;190,71;140,87;198,26;195,41;-;195,41;195,41;195,41
23.01.2022;13:00;186,29;170,49;186,29;144,14;144,14;186,29;186,29;139,96;186,29;186,29;139,96;189,4;186,29;-;186,29;186,29;186,29
23.01.2022;14:00;184,49;168,92;184,49;143,61;143,61;184,49;184,49;139,45;184,49;184,49;139,45;185,05;184,49;-;184,49;184,49;184,49
23.01.2022;15:00;190;172,9;190;143,98;143,98;190;190;139,81;190;190;139,81;194,29;190;-;190;190;197,63
23.01.2022;16:00;194;176,8;194;146,73;146,73;194;194;142,47;194;198,36;142,47;198,07;194;-;194;194;219,33
23.01.2022;17:00;214,95;190,68;214,95;148,84;148,84;214,95;214,95;144,52;214,95;214,95;148,84;216,7;214,95;-;214,95;214,95;283,06
23.01.2022;18:00;239,49;205,51;239,49;147,24;147,24;239,49;239,49;142,97;239,49;239,49;142,97;243,27;239,49;-;239,49;239,49;295,05
23.01.2022;19:00;242,97;206,46;241,96;144,1;144,1;244,31;242,23;139,92;243,24;242,97;139,92;245,32;242,97;-;244,31;243,24;260,44
23.01.2022;20:00;224,96;192,93;224,96;139,17;139,17;224,96;224,96;135,13;224,96;220,25;135,13;228,62;224,96;-;224,96;224,96;241,5
23.01.2022;21:00;204,84;174,37;204,84;137,06;137,06;204,84;204,84;133,09;204,84;192,07;85,04;209,51;204,84;-;204,84;204,84;211,14
23.01.2022;22:00;201;164,04;201;136,25;136,25;201;201;132,29;201;153,24;37,91;203,45;201;-;201;201;201
23.01.2022;23:00;179,97;149,72;185,16;135,22;135,22;187,68;167,1;131,3;181,62;134,41;11,66;197,62;179,97;-;187,68;181,62;181,62
24.01.2022;00:00;183,33;136,52;174,22;114,84;12,23;190,27;178,92;131,9;185,05;130,18;12,23;188,52;183,33;-;190,27;185,05;185,05
24.01.2022;01:00;179,61;134,8;179,61;126,56;11,67;179,61;179,61;130,34;179,61;121,21;11,67;183,33;179,61;-;179,61;179,61;179,61
24.01.2022;02:00;178,3;133,75;178,3;125,75;11,06;178,3;178,3;129,5;178,3;120,59;11,06;181,83;178,3;-;178,3;178,3;178,3
24.01.2022;03:00;177,46;133,24;177,46;125,47;10,51;177,46;177,46;129,22;177,46;122,46;10,51;180,18;177,46;-;177,46;177,46;177,46
24.01.2022;04:00;177,61;134,16;177,61;125,42;11,02;177,61;177,61;129,16;177,61;130,04;11,02;181,01;177,61;-;177,61;177,61;177,61
24.01.2022;05:00;187,48;141,17;184,17;127,1;11,09;190;185,9;130,89;188,1;143,21;11,09;193,87;187,48;-;190;188,1;188,1
24.01.2022;06:00;225,19;161,87;193,49;129,03;11,84;224,83;177,2;132,88;224,83;225,19;11,84;224,25;225,19;-;224,83;224,83;225,19
24.01.2022;07:00;265;205,44;265;131,62;99,92;265;265;135,55;265;199,1;99,92;268,74;265;-;265;265;265
24.01.2022;08:00;300,02;232,23;300,02;132,58;115;300,02;300,02;136,54;300,02;262,77;115;292,5;300,02;-;300,02;300,02;300,02
24.01.2022;09:00;299,39;231,31;299,39;137,03;100,1;299,39;299,39;136,73;299,39;286,44;100,1;287,08;299,39;-;299,39;299,39;299,39
24.01.2022;10:00;275,88;217,94;275,88;136,98;115,94;275,88;275,88;136,64;275,88;239,12;115,94;273,31;275,88;-;275,88;275,88;275,88
24.01.2022;11:00;270;212,19;270;136,93;99,92;270;270;136,34;270;250,61;99,92;260,35;270;-;270;270;270
24.01.2022;12:00;245,84;194,54;245,84;132,23;74,5;245,84;245,84;136,18;245,84;245,84;74,5;247,53;245,84;-;245,84;245,84;245,84
24.01.2022;13:00;240,08;188,81;240,08;131,8;61,6;240,08;240,08;135,74;240,08;240,08;61,6;245,73;240,08;-;240,08;240,08;240,08
24.01.2022;14:00;244;192,42;244;132,06;67,28;244;244;136,01;244;244;67,28;249,99;244;-;244;244;244
24.01.2022;15:00;256,49;204,42;256,49;131,76;99;256,49;256,49;135,7;256,49;242,59;99;258,13;256,49;-;256,49;256,49;256,49
24.01.2022;16:00;273,57;222,36;273,57;132,55;132,55;273,57;273,57;136,51;273,57;273,57;132,55;270,41;273,57;-;273,57;273,57;273,57
24.01.2022;17:00;307,38;243,78;307,38;137,04;136,87;307,38;307,38;136,87;307,38;289,84;136,87;307,23;307,38;-;307,38;307,38;307,38
24.01.2022;18:00;341,85;255,92;341,85;137,01;136,38;341,85;341,85;136,38;341,85;231,16;136,38;328,61;341,85;-;341,85;341,85;341,85
24.01.2022;19:00;315,31;230,79;315,31;132,16;87,91;315,31;315,31;136,1;315,31;205,14;87,91;312,94;315,31;-;315,31;315,31;315,31
24.01.2022;20:00;274,98;196,37;274,98;130,72;32,2;274,98;274,98;134,63;274,98;184,82;32,2;270,62;274,98;-;274,98;274,98;274,98
24.01.2022;21:00;250;177,08;250;131,24;17,94;250;250;135,16;250;147,63;17,94;247,99;250;-;250;250;250
24.01.2022;22:00;226,81;166,33;232,72;129,73;16,94;235,02;215,52;133,61;228,8;169,68;16,94;223,86;226,81;-;228,8;228,8;228,8
24.01.2022;23:00;206,92;151,85;200;128,28;11,58;215,02;200;132,11;208,93;146,18;11,58;209,73;206,92;-;208,93;208,93;208,93
25.01.2022;00:00;215,98;158,51;219;126,34;23,23;220,27;210,26;130,11;217;143,29;23,23;214,88;215,98;-;220,27;217;215,98
25.01.2022;01:00;212,9;153,53;212,9;125,51;12,92;212,9;212,9;129,26;212,9;136,57;12,92;207,19;212,9;-;212,9;212,9;212,9
25.01.2022;02:00;203,75;148,69;203,75;125,64;13,62;203,75;203,75;129,4;203,75;129,95;13,62;204,61;203,75;-;203,75;203,75;203,75
25.01.2022;03:00;196,24;146,06;196,24;126,2;19,88;196,24;196,24;129,97;196,24;129,94;19,88;199,54;196,24;-;196,24;196,24;196,24
25.01.2022;04:00;198,99;146,98;198,49;127,41;19;198,89;192,9;131,21;198,89;130,75;19;201,3;198,89;-;198,89;198,89;198,89
25.01.2022;05:00;219,03;164,92;214,02;138,06;71,08;215,01;180,5;134,06;217,71;143,16;71,08;211,74;217,71;-;215,01;217,71;217,71
25.01.2022;06:00;279,96;203,36;234,48;137,61;137,61;268;179,9;137,61;276,39;190,02;137,61;257,81;279,96;-;268;276,39;279,96
25.01.2022;07:00;356,24;239,89;303,06;157,46;148,9;340,68;235,01;148,9;354,18;142,45;148,9;303,04;356,24;-;340,68;354,18;356,24
25.01.2022;08:00;399,85;291,89;395,03;170,42;170,42;399,06;390;165,48;399,46;198,23;170,42;352,85;399,46;-;399,06;399,46;399,46
25.01.2022;09:00;399,01;298,61;399,01;188,96;188,96;399,01;399,01;183,48;399,01;204,75;188,96;334,55;399,01;-;399,01;399,01;399,01
25.01.2022;10:00;360;280,18;360;198,48;198,48;360;360;192,73;360;191,42;198,48;302,43;360;-;360;360;360
25.01.2022;11:00;347,4;268,55;347,4;179,96;179,96;347,4;347,4;174,74;347,4;209,52;179,96;292,94;347,4;-;347,4;347,4;347,4
25.01.2022;12:00;328,92;256,09;327;179,93;179,93;327,93;310;174,72;328,42;204,71;179,93;276;328,42;-;327,93;328,42;328,42
25.01.2022;13:00;305;246,3;304,51;177,6;177,6;304,72;300,1;172,45;304,86;220,78;177,6;264,08;305;-;304,72;304,86;305
25.01.2022;14:00;310;248,25;310;177,11;177,11;310;310;171,97;310;213,41;177,11;264,03;310;-;310;310;310
25.01.2022;15:00;313;253,99;313;185,04;185,04;313;313;167,57;313;231,07;185,04;275,09;313;-;313;313;313
25.01.2022;16:00;318,67;270,89;300;250,77;250,77;303,79;276,51;175,28;318,67;242,08;250,77;292,5;318,67;-;303,79;318,67;318,67
25.01.2022;17:00;366,43;332,53;366,43;349,97;349,97;366,43;366,43;173,91;366,43;266,51;349,97;335,3;366,43;-;366,43;366,43;366,43
25.01.2022;18:00;399,06;333,98;399,06;300,43;300,43;399,06;399,06;167,26;399,06;239,47;300,43;370,42;399,06;-;399,06;399,06;399,06
25.01.2022;19:00;373,75;291,09;373,75;198,67;198,67;373,75;373,75;157,84;373,75;242,08;198,67;337,28;373,75;-;373,75;373,75;373,75
25.01.2022;20:00;309,68;235,16;304,92;152,86;152,86;306,79;266;148,43;308,53;204,79;152,86;280,19;308,53;-;306,79;308,53;308,53
25.01.2022;21:00;265;207,46;259,3;157,52;157,52;262,03;200,1;144,98;263,69;155,12;157,52;259,25;265;-;262,03;263,69;278,9
25.01.2022;22:00;240,89;196,69;237,99;140,58;140,58;238,82;219;140,58;240,1;191,54;140,58;233,77;240,1;-;238,82;240,1;252,72
25.01.2022;23:00;215,17;179,91;208,44;134,13;134,13;215;205;134,13;215;167,4;134,13;216,68;215;-;215;215;237,04
26.01.2022;00:00;209,57;166,22;198,23;81,32;81,32;244,86;195,3;133,11;218;155,78;81,32;229,65;209,57;-;244,86;218;244,86
26.01.2022;01:00;212,36;163,97;214;73,4;73,4;235;201,5;131,1;218;148,64;73,4;222,86;212,36;-;235;218;230,52
26.01.2022;02:00;215,41;162,18;227,04;99,98;51,8;231,86;196,1;128,64;219,47;142,24;51,8;219,62;215,41;-;231,86;219,47;219,47
26.01.2022;03:00;209,89;153,16;202,43;100,5;25,99;228;201,5;125,98;214,2;136,24;25,99;213,99;209,89;-;228;214,2;214,2
26.01.2022;04:00;209,14;154,07;202,61;99,98;25,66;225,01;202;125,8;212,92;151,5;25,66;214,52;209,14;-;225,01;212,92;212,92
26.01.2022;05:00;215,09;160,79;198,89;100,24;24,99;233,16;204,41;127,51;218,69;200,5;24,99;220,19;215,09;-;233,16;219,98;233,16
26.01.2022;06:00;240,16;185,78;215;75,06;75,06;264,79;225,97;129,45;245,38;240,16;75,06;257,5;240,16;-;264,79;264,79;295,07
26.01.2022;07:00;294,88;225,67;272,62;128,8;128,8;309,89;232,3;132,65;297,92;251,4;128,8;304,3;294,88;-;309,89;309,89;364,01
26.01.2022;08:00;312,32;245,66;261;130,95;130,95;361,92;284,32;134,86;323,24;295,08;130,95;336,63;312,32;-;361,92;323,24;379,79
26.01.2022;09:00;312,69;245,92;280,3;129,29;129,29;344,28;295,08;133,15;319,77;293,66;129,29;338,34;312,69;-;344,28;319,77;344,28
26.01.2022;10:00;300,02;230,18;293,32;128,14;128,14;306,5;296,35;131,96;301,46;209,69;128,14;308,3;300,02;-;306,5;301,46;301,46
26.01.2022;11:00;282,65;219,78;280;127,41;127,41;299,36;269;131,21;286,52;189,77;127,41;296,89;282,65;-;299,36;286,52;286,52
26.01.2022;12:00;259,68;207,08;247,1;124,96;124,96;285;239,9;128,99;265,43;189,69;124,96;281,45;265,43;-;285;265,43;289,95
26.01.2022;13:00;241,54;193,99;238;115,82;115,82;260;224,97;127,93;245,92;172,68;115,82;271,02;245,92;-;260;260;282,64
26.01.2022;14:00;238,24;191,25;224,8;115,78;115,78;264,5;218,02;127,93;244,16;159,58;115,78;273,29;244,16;-;264,5;244,16;297,1
26.01.2022;15:00;236,76;195,31;224,79;119,96;119,96;259,36;220;128,03;259,36;154,26;119,96;283,41;259,36;-;259,36;259,36;304,55
26.01.2022;16:00;240,11;201,52;228,6;125,89;125,89;274,28;212,15;130,95;274,28;159,58;125,89;284,94;274,28;-;274,28;274,28;314,85
26.01.2022;17:00;268,08;212,62;250,9;134,31;134,31;301,48;243,81;134,31;275,49;156,93;134,31;297,49;275,49;-;301,48;301,48;369,45
26.01.2022;18:00;262,46;207,99;220,88;131,94;131,94;343;199,9;133,76;280,36;136,1;131,94;315,65;262,46;-;343;343;377,4
26.01.2022;19:00;224,45;192,6;187,27;125,8;125,8;313,79;197,1;131,67;245,1;126,79;125,8;315,08;224,45;-;313,79;313,79;362,17
26.01.2022;20:00;217,43;179;188,88;90,59;90,59;291,63;217,54;131,1;235,16;116,95;90,59;280,77;235,16;-;291,63;291,63;316,67
26.01.2022;21:00;171,34;155,03;182,1;74,91;39,96;251,77;207,7;131,35;191,9;143,16;39,96;250,66;191,9;-;251,77;251,77;300
26.01.2022;22:00;142,94;153,58;191,66;67,25;67,25;242,77;224;129,59;175,04;142,94;67,25;238,73;142,94;-;242,77;195;283,08
26.01.2022;23:00;122,34;122,94;189,75;15,43;15,43;238,7;142;126,26;154,29;101,94;15,43;230,77;122,34;-;238,7;195;258,71
27.01.2022;00:00;131,59;130,82;175,08;15,7;15,7;238,4;200;126,3;157,11;98,99;15,7;243,08;153,01;-;238,4;238,4;203,03
27.01.2022;01:00;115,02;123,76;178;15,31;15,31;231,45;148;120,97;147;104,79;15,31;238,17;147;-;231,45;225;156,76
27.01.2022;02:00;108,65;111,23;65,38;15,33;15,33;229;120,12;116,28;156,76;98,91;15,33;234,31;156,76;-;229;229;156,76
27.01.2022;03:00;100,94;118,01;162;15,61;15,61;223,08;118,62;114,82;152,8;100,94;15,61;226,22;152,8;-;223,08;223,08;152,8
27.01.2022;04:00;103,06;117,16;163,07;16,07;16,07;221,36;114,73;114,95;151,77;98,92;16,07;224,01;151,77;-;221,36;221,36;185,54
27.01.2022;05:00;110,03;121,48;171,1;16,54;16,54;230;121,33;117,45;152,01;103,79;16,54;239;152,01;-;230;230;250,08
27.01.2022;06:00;104,03;142;64,93;18,5;18,5;260,01;194,9;122,45;226,94;139,55;18,5;270,82;226,94;-;260,01;260,01;301,55
27.01.2022;07:00;138,79;170,08;201;48,35;48,35;300;240,7;128,14;215;113,55;48,35;312,42;215;-;300;300;344,06
27.01.2022;08:00;138,23;188,71;241;67,36;67,36;353,56;234,8;133,95;219,71;118,99;67,36;352,06;219,71;-;353,56;353,56;364,98
27.01.2022;09:00;128,79;187,12;242,5;67,19;67,19;327,04;237,05;132,91;228,93;118,83;67,19;340,55;228,93;-;327,04;327,04;345,51
27.01.2022;10:00;128,74;176,36;200;59,5;59,5;294,94;249;132,86;230;114,63;59,5;310,06;230;-;294,94;294,94;269,97
27.01.2022;11:00;127,8;173,65;229,6;53,73;53,73;270,78;242;131,89;230,08;114,69;53,73;299,87;230,08;-;270,78;270,78;265,11
27.01.2022;12:00;126,24;164,7;200;48,78;48,78;260,56;226;130,27;228,99;118,37;48,78;272,17;228,99;-;260,56;260,56;257,57
27.01.2022;13:00;135,78;158,8;237;29,96;29,96;245;210;131,58;228,98;118,97;29,96;256,37;228,98;-;245;245;245
27.01.2022;14:00;139,66;154,57;217;24,23;24,23;242,93;202;132,85;228,51;116,85;24,23;258,93;228,51;-;247;247;228,51
27.01.2022;15:00;138,69;156,48;225;24,9;24,9;238,52;219;132,85;220,78;120,96;24,9;268,68;220,78;-;255;255;284,19
27.01.2022;16:00;137,58;166,22;234,8;49,25;49,25;243,16;218;133,32;228,94;118,44;49,25;275,08;228,94;-;266,16;266,16;295,27
27.01.2022;17:00;141,17;181,56;240,9;79,91;79,91;264,78;245;132,47;230,02;118,34;79,91;295,87;230,02;-;295,8;295,8;354,99
27.01.2022;18:00;125,96;179,93;271,24;53,79;53,79;321;271,24;128,39;226,92;119,41;53,79;329,66;150;-;321;321;359,03
27.01.2022;19:00;114,73;158,2;224,91;19,98;19,98;308,03;224,91;124,46;184,02;119,85;19,98;310,01;184,02;-;308,03;308,03;313,59
27.01.2022;20:00;104,04;146,17;194,72;17,01;17,01;285,11;194,72;124,09;181,22;109,02;17,01;286,7;181,22;-;285,11;285,11;248,71
27.01.2022;21:00;110,1;129,13;180;16,19;16,19;240,16;179,9;125,82;145,64;98,47;16,19;256,25;145,64;-;240,16;240,16;235,92
27.01.2022;22:00;101,19;134,32;241,8;15,15;15,15;239;209,9;123,17;137,85;98,56;15,15;243,97;137,85;-;239;239;211,69
27.01.2022;23:00;86,31;122,97;244,9;13,03;13,03;223,62;180;121,51;122,5;89,39;13,03;235,97;95,73;-;223,62;223,62;143,16
28.01.2022;00:00;82,03;127,73;183;13,78;13,78;232,13;181,43;121,88;163,09;92,12;13,78;229,99;160,01;-;232,13;219;163,09
28.01.2022;01:00;84,03;117,75;163,92;12,97;12,97;220;130;120,55;158,38;81,93;12,97;223,21;158,38;-;220;219;158,38
28.01.2022;02:00;81,59;116,49;160,6;11,95;11,95;216,95;127,18;120,48;164,13;73,08;11,95;218,97;164,13;-;216,95;216,95;164,13
28.01.2022;03:00;77,26;117,72;174,3;11,95;11,95;217,26;180;121,05;138,05;73,97;11,95;216,4;138,05;-;217,26;138,05;138,05
28.01.2022;04:00;100,7;116,98;170,32;12,68;12,68;214,81;150;121,58;147,24;82,1;12,68;215,49;147,24;-;214,81;214,81;147,24
28.01.2022;05:00;100,69;125,56;178,2;13,55;13,55;220,73;180,1;128,34;158,01;94,31;13,55;222,82;158,01;-;220,73;220,73;254,33
28.01.2022;06:00;121,69;146,86;210,5;67,26;14,82;253,9;219,2;131,06;166,1;129,12;14,82;251,7;157,01;-;253,9;253,9;290,07
28.01.2022;07:00;175,29;192,03;250,73;128,7;116,81;305,58;210;136,8;220,02;116,81;116,81;290,05;220,02;-;305,58;305,58;317,25
28.01.2022;08:00;186,17;214,9;275;142,46;142,46;327,68;298;142,46;228,93;120,32;142,46;315,17;228,93;-;327,68;327,68;341,59
28.01.2022;09:00;198,05;215,94;289,23;142,57;142,57;310;322,5;142,57;230,68;120,37;142,57;301,58;230,68;-;310;288,1;310
28.01.2022;10:00;190,92;205,59;269;143,36;143,36;293,08;298,5;143,36;227,97;120,16;143,36;288,4;190,92;-;293,08;275;265,25
