Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];∅ Anrainer DE/LU[€/MWh];Belgien[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Niederlande[€/MWh];Norwegen 2[€/MWh];Österreich[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Tschechien[€/MWh];DE/AT/LU[€/MWh];Italien (Nord)[€/MWh];Slowenien[€/MWh];Ungarn[€/MWh]
01.07.2020;00:00;23,92;21,2;23,92;0,95;0,95;35;23,92;0,95;26,56;44,19;0,95;31,96;26,34;-;35;35;33,11
01.07.2020;01:00;25,04;20;21,04;0,6;0,6;30,31;21,92;0,6;26,28;44,14;0,6;29,5;26,08;-;30,31;30,31;27,34
01.07.2020;02:00;25,59;19,46;24,48;0,46;0,46;27,05;24,72;0,46;25,93;43,61;0,46;27,95;24,5;-;27,05;27,05;24,66
01.07.2020;03:00;25,03;18,99;25;0,46;0,46;25,07;25,01;0,46;25,04;43,61;0,46;26,71;24,06;-;25,68;25,68;24,93
01.07.2020;04:00;24,78;21,74;24,32;13,43;13,43;25,38;24,42;0,59;24,92;42,58;0,59;26,54;24,33;-;25,5;25,5;25
01.07.2020;05:00;25,89;25,32;25,34;25,49;25,49;26,63;25,49;1;26,07;43,61;1,36;28,1;25,67;-;26,63;26,63;28,14
01.07.2020;06:00;33,75;35,03;33,75;33,75;33,75;33,75;33,75;1,32;33,75;54,9;23,09;34,98;33,58;-;35,68;35,68;48,07
01.07.2020;07:00;37,97;39,42;37,97;37,97;37,97;37,97;37,97;1,4;37,97;48,82;37,05;39,56;39,5;-;42,44;42,44;47,96
01.07.2020;08:00;39,99;41,35;39,99;39,99;39,99;39,99;39,99;1,43;39,99;49,57;39,03;42,08;41,5;-;46;46;46,12
01.07.2020;09:00;38,29;40,76;38,1;38,29;38,29;39,75;38,1;1,47;38,29;58,19;37,37;39,15;39,37;-;47;47;42,24
01.07.2020;10:00;37,06;38,84;37,25;37,06;37,06;39,31;37,25;1,5;37,06;52,99;37,06;35,87;35,88;-;47;47;41,03
01.07.2020;11:00;36,14;38,69;36,82;36,14;36,14;38,86;36,82;1,49;36,14;58,62;36,14;34,91;34,48;-;47,57;47,57;43
01.07.2020;12:00;28,4;34,56;28,65;28,4;28,4;40,15;28,4;1,47;31,81;58,75;28,4;33,76;33;-;40,15;40,15;43,53
01.07.2020;13:00;24,16;31,61;27,27;24,16;24,16;39,41;24,16;1,46;28,73;55,11;24,16;33,55;31,01;-;44,17;44,17;44,52
01.07.2020;14:00;25;30,74;25;25;25;35,63;25;1,46;27,61;50,41;25;33,57;29,4;-;45,53;45,53;43,19
01.07.2020;15:00;26,41;31,43;26,41;26,41;26,41;28,47;26,41;1,3;26,91;57,94;26,41;33,27;30,64;-;47,2;47,2;44
01.07.2020;16:00;27,17;31,2;26,92;27,17;27,17;27,5;26,92;1,24;27,25;52,59;27,17;33,03;32;-;47,99;47,99;44,63
01.07.2020;17:00;32,91;35,33;32,87;32,91;32,91;32,96;32,87;1,1;32,92;49,63;32,91;35,93;34,89;-;47;47;45,03
01.07.2020;18:00;37,37;39,55;37,33;37,37;37,37;37,44;37,33;1,21;37,37;53,55;37,08;39,96;38,5;-;39,5;39,5;47,28
01.07.2020;19:00;43,29;44,13;43,29;43,29;43,29;43,29;43,29;1,09;43,29;50,84;42,26;44,31;43,27;-;43,29;43,29;49
01.07.2020;20:00;40,8;42,2;40,8;40,8;40,8;40,8;40,8;1,08;40,8;50,68;39,82;42,81;42,5;-;40,8;40,8;48,92
01.07.2020;21:00;40,12;41,35;40,12;40,12;40,12;40,12;40,12;1,08;40,12;49,78;40,12;40,76;40,91;-;40,12;40,12;48,33
01.07.2020;22:00;40,25;41,74;40,25;40,25;40,25;40,25;40,25;1,07;40,25;53,78;40,07;40,59;40,01;-;40,25;40,25;49,33
01.07.2020;23:00;37,91;37,13;37,91;37,91;37,91;37,91;37,91;1,07;37,91;44,26;27,26;36,5;36,63;-;37,91;37,91;44,4
02.07.2020;00:00;34,53;35,48;34,53;34,53;34,53;34,53;34,53;1,35;34,53;48,66;33,7;32,11;32,18;-;34,53;34,53;37,96
02.07.2020;01:00;30,91;32,05;30,91;30,91;30,91;30,91;30,91;1,32;30,91;49,38;26,04;29,05;29,39;-;30,91;30,91;32,9
02.07.2020;02:00;28,38;29,96;28,38;28,38;28,38;28,38;28,38;1,3;28,38;45,23;26,02;27,92;28,53;-;28,38;28,38;30,9
02.07.2020;03:00;27,2;28,49;27,2;27,2;27,2;27,2;27,2;1,28;27,2;44,44;21,09;27,21;27,69;-;27,5;27,5;28,76
02.07.2020;04:00;27,9;28,89;27,9;27,9;27,9;27,9;27,9;1,28;27,9;44,49;21,09;27,04;27,9;-;27,9;27,9;28,71
02.07.2020;05:00;30,19;31,27;30,19;30,19;30,19;30,19;30,19;1,31;30,19;44,41;29,46;27,74;28,83;-;30,19;30,19;30,42
02.07.2020;06:00;38,96;39,07;38,25;38,96;38,96;38,5;34,2;1,4;38,77;52,46;38,96;35,18;35,62;-;38,5;38,77;39,91
02.07.2020;07:00;42,84;43,2;42,84;42,84;42,84;42,84;42,84;1,43;42,84;48,41;42,84;40,71;42,61;-;42,84;42,84;44,03
02.07.2020;08:00;47,3;45,25;42,5;47,3;47,3;44,67;34,08;1,44;46,42;49,72;47,3;44,76;45,7;-;44,67;46,42;45,7
02.07.2020;09:00;41,69;42,58;41,31;41,69;41,69;41,49;39,81;1,45;41,63;49,21;41,69;42,98;43,02;-;41,63;41,63;47,29
02.07.2020;10:00;42,14;42,51;41,71;42,14;42,14;41,9;41;1,44;42,14;48,69;42,14;41,62;40,83;-;42,14;42,14;49,8
02.07.2020;11:00;41,59;41,91;40,57;41,59;41,59;41,12;37,46;1,42;41,59;52,39;41,59;40,51;39,34;-;43;43;49,7
02.07.2020;12:00;39,47;41,06;37,45;39,47;39,47;40,87;35,39;1,43;39,81;59,04;39,47;37,71;38,34;-;40,87;40,87;47,22
02.07.2020;13:00;38,33;39,36;36,73;38,33;38,33;40,01;35,3;1,43;38,73;54,25;38,33;35,35;35,58;-;40,75;40,75;47,23
02.07.2020;14:00;35,94;37,86;33,74;35,94;35,94;37,87;32,86;1,41;36,39;56,8;35,94;34,3;34,66;-;45;45;44,95
02.07.2020;15:00;35,06;36,48;27,41;35,06;35,06;34,4;27,3;1,4;35,77;57,84;35,06;33,61;34,21;-;45;45;43,88
02.07.2020;16:00;33,92;36,09;31,83;33,92;33,92;34,73;31,96;1,4;34,22;53,91;33,92;33,03;35,23;-;48;48;45,05
02.07.2020;17:00;38,87;40,35;38,87;38,87;38,87;38,87;38,87;1,38;38,87;53,72;38,87;37,15;39,1;-;47;47;47,03
02.07.2020;18:00;46;45,44;46;46;46;46;46;1,35;46;49,39;46;40,56;43,01;-;46;46;48,94
02.07.2020;19:00;52,65;51,19;51,91;52,65;52,65;52,24;50,05;1,37;52,51;52,65;52,65;46,6;48,71;-;52,51;52,51;51,58
02.07.2020;20:00;47,91;47,46;47,91;47,91;47,91;47,91;47,91;1,36;47,91;52,49;46,76;42,05;46,32;-;47,91;47,91;53,71
02.07.2020;21:00;45,33;45,74;45,31;45,33;45,33;45,32;45,27;1,35;45,32;55,14;44,24;41,68;44,01;-;45,32;45,32;53,81
02.07.2020;22:00;46;46,61;46;46;46;46;46;1,35;46;58,47;44,9;43,02;43,1;-;46;46;47,21
02.07.2020;23:00;40,82;40,12;40,82;40,82;40,82;40,82;40,82;1,38;40,82;54,56;23,07;39,15;40,17;-;40,82;40,82;46,59
03.07.2020;00:00;40,46;39,79;40,46;40,46;40,46;40,46;40,46;1,28;40,46;44,25;39,49;35,94;36,09;-;40,46;40,46;40,95
03.07.2020;01:00;35;35,49;35;35;35;35;35;1,26;35;44,05;34,16;33,13;33,08;-;35;35;37,31
03.07.2020;02:00;32,57;33,26;32,57;32,57;32,57;32,57;32,57;1,24;32,57;44,12;31,79;30;30,62;-;32,57;32,57;32,74
03.07.2020;03:00;31,27;32,14;31,27;31,27;31,27;31,27;31,27;1,22;31,27;44,11;30,52;28,69;29,6;-;31,27;31,27;31,3
03.07.2020;04:00;29,9;30,88;29,9;29,9;29,9;29,9;29,9;1,22;29,9;44,58;26,07;28,57;29,2;-;29,9;29,9;30,63
03.07.2020;05:00;30,87;32,43;30,87;30,87;30,87;30,87;30,87;1,23;30,87;44,25;30,13;31,01;32,1;-;30,87;30,87;33,82
03.07.2020;06:00;39,99;40,8;39,32;39,99;39,99;38,91;39,9;1,29;39,83;49,23;39,99;39,44;39,96;-;38,91;39,83;42,73
03.07.2020;07:00;47,1;47,45;47,1;47,1;47,1;47,1;47,1;1,31;47,1;49,23;47,1;46,56;48,67;-;47,1;47,1;50,65
03.07.2020;08:00;49,95;50,7;49,95;49,95;49,95;49,95;49,95;1,26;49,95;59,02;49,95;47,59;50,02;-;49,95;49,95;50,02
03.07.2020;09:00;43,44;44,79;43,44;43,44;43,44;43,44;43,44;1,31;43,44;59,95;43,44;40,55;42;-;43,44;43,44;49,94
03.07.2020;10:00;38,95;41,68;38,95;38,95;38,95;38,95;38,95;1,28;38,95;59,92;38,95;39,47;42;-;38,95;38,95;47,04
03.07.2020;11:00;37,32;40,36;36,33;37,32;37,32;38,18;36,81;1,24;37,51;60,45;37,32;38,3;40;-;38,18;38,18;47,29
03.07.2020;12:00;34,05;38,25;30,13;34,05;34,05;37,49;32,05;1,21;34,84;67,33;34,05;34,73;35,65;-;37,49;37,49;46,93
03.07.2020;13:00;28,88;34,79;18,6;28,88;28,88;37,87;23,63;1,14;30,95;66,04;28,88;31,82;36,2;-;37,87;37,87;45,7
03.07.2020;14:00;25,73;31,35;18;25,73;25,73;35,05;20,3;1,13;27,79;59,98;25,73;30,8;31;-;38,27;38,27;44,97
03.07.2020;15:00;24,95;30,41;19;24,95;24,95;31,72;20,79;1,12;26,46;59,89;24,95;29,94;30,01;-;38,7;38,7;44,84
03.07.2020;16:00;24,22;29,4;19,62;20,3;24,22;30,47;20,3;1,16;25,66;58,91;24,22;29,97;30,52;-;38,79;38,79;45,27
03.07.2020;17:00;31,22;34,17;30,01;31;31,22;32,3;30,61;1,16;31,47;50,97;31,22;33,06;35,65;-;37,8;37,8;45,96
03.07.2020;18:00;37,24;38,76;37,18;37,21;37,24;37,29;37,21;1,17;37,25;49,59;37,24;36,94;38,89;-;37,29;37,29;47,45
03.07.2020;19:00;38,82;40,44;38,76;38,79;38,82;38,87;38,79;1,25;38,83;49,64;38,82;40,4;41;-;38,87;38,87;49
03.07.2020;20:00;36,97;38,91;36,91;36,94;36,97;37,02;36,94;1,32;36,98;49,07;36,97;39,03;40,24;-;37,02;37,02;54,55
03.07.2020;21:00;35,25;37,57;35,2;35,22;35,25;35,3;35,22;1,33;35,26;49,67;35,25;37,66;39,29;-;35,3;35,3;55,92
03.07.2020;22:00;35,02;37,32;34,25;34,25;34,25;36,15;34,25;1,33;35,02;54,25;34,25;36,36;37,1;-;36,15;36,15;43,21
03.07.2020;23:00;29,18;30,55;27,62;22,97;22,97;31,49;27,62;1,32;29,71;50,37;22,97;33,29;33,58;-;31,49;31,49;39,63
04.07.2020;00:00;27,19;20,33;26,42;2,15;2,15;28,29;26,42;1,29;27,41;43,62;2,15;25,39;25,38;-;28,29;28,29;41,5
04.07.2020;01:00;24,28;18,64;24,22;1,38;1,38;24,39;24,22;1,27;24,3;44,43;1,38;26,09;20,2;-;24,39;24,39;34,44
04.07.2020;02:00;21,07;16,85;21,16;1,21;1,21;21,22;21,07;1,21;21,11;44,52;1,21;23,16;16,97;-;21,68;21,68;28,77
04.07.2020;03:00;14,86;14;14,86;1,07;1,07;14,86;14,86;1,07;14,86;44,57;1,07;19,37;14,24;-;22,38;22,38;26,38
04.07.2020;04:00;16,15;14,23;16,13;0,94;0,94;16,18;16,14;0,94;16,16;44,53;0,94;17,07;15,21;-;21,4;16,16;24,63
04.07.2020;05:00;15,52;13,43;15,55;1,1;1,1;15,6;15,52;1,1;15,54;43,98;1,1;15,36;11,55;-;19,5;15,54;23,18
04.07.2020;06:00;14,46;13,39;14,44;1,4;1,4;14,48;14,44;1,25;14,46;44,49;1,4;14,49;13,97;-;21,1;21,1;28,7
04.07.2020;07:00;18,56;15,31;18,51;1,54;1,54;18,64;18,51;1,26;18,58;44,68;1,54;18,44;14,3;-;18,64;18,64;29,99
04.07.2020;08:00;19,2;17,09;18,61;2,65;2,65;22,59;19,2;1,29;19,91;51,13;2,65;19,04;14,01;-;22,59;22,59;30,49
04.07.2020;09:00;2,41;17,38;26,11;2,41;2,41;26;26,11;1,42;10,07;51,55;2,41;21,95;13,5;-;26;26;33,78
04.07.2020;10:00;1,47;17,58;18,92;1,47;1,47;24,04;18,3;1,47;20,08;52,95;1,47;22,28;16,19;-;24,04;24,04;31,01
04.07.2020;11:00;0,38;17,72;24,89;0,38;1,44;24,89;17,51;1,29;20,97;51,85;1,44;22,5;18,47;-;24,89;24,89;31,95
04.07.2020;12:00;0,02;16,24;21,81;0,02;1,45;22,8;19,9;1,29;20,02;47,49;1,45;19,36;13,67;-;22,8;22,8;30,63
04.07.2020;13:00;-4,71;14,68;19,32;-2,73;1,44;20,03;12;1,28;20,03;44,65;1,44;17,72;17,51;-;20,03;20,03;30,63
04.07.2020;14:00;0,91;12,87;10;0,91;1,42;11,94;16,6;1,29;11,94;43,69;1,42;14,2;13,74;-;11,94;11,94;30,44
04.07.2020;15:00;0,29;13,79;11,66;0,29;1,82;15,05;17,1;1,43;15,05;43,56;1,82;15,09;14,3;-;15,05;15,05;30,71
04.07.2020;16:00;13,61;17,31;15,51;13,61;12,07;15,06;18,3;1,43;15,06;43,73;4,86;15,08;18;-;15,06;15,06;32,2
04.07.2020;17:00;21,95;22,55;21,95;21,95;21,95;21,95;21,95;1,44;21,95;43,99;5,18;19,99;24;-;21,95;21,95;34,01
04.07.2020;18:00;26,81;25,3;26,81;26,81;26,81;26,81;26,81;1,44;26,81;44,7;6,45;22,18;20,34;-;26,81;26,81;37,58
04.07.2020;19:00;28,03;27,73;28,03;28,03;28,03;28,03;28,03;1,41;28,03;55,53;6,79;25,08;22;-;28,03;28,03;39,51
04.07.2020;20:00;27,58;27,01;27,58;27,58;27,58;27,58;27,58;1,4;27,58;49,61;6,47;25,08;24,06;-;27,58;27,58;40,77
04.07.2020;21:00;26,73;26,34;26,73;26,73;26,73;26,73;26,73;1,33;26,73;48,11;6,48;25,39;23,39;-;26,73;26,73;42,97
04.07.2020;22:00;28;27,23;28,23;28;28;29,19;31,66;1,31;28,26;44,67;4,96;27,93;22,37;-;29,19;29,19;31,63
04.07.2020;23:00;24,91;25,25;28,74;24,91;24,91;28,82;28,62;1,29;26,13;43,73;3,95;27,17;19;-;28,82;26,13;26,92
05.07.2020;00:00;11,21;16,84;23,14;11,21;11,21;23,14;22,31;1,52;14,64;41,22;3,16;19,78;4,9;-;23,14;14,64;22,98
05.07.2020;01:00;2,19;10,67;13,82;2,19;1,39;14,83;14,05;1,39;5,62;40,04;1,39;16,15;0,4;-;18,3;5,62;16,52
05.07.2020;02:00;0,08;5,92;0,08;0,08;0,88;0,08;0,08;0,88;0,08;39,92;0,88;11,33;-0,02;-;18,3;0,08;7,39
05.07.2020;03:00;-0,05;5,13;-0,05;-0,05;0,43;-0,05;-0,05;0,43;-0,05;40,46;0,43;5,94;-0,89;-;19,89;-0,05;3,35
05.07.2020;04:00;-3,82;2,76;-3,82;-3,82;0,34;-3,82;-3,82;0,34;-3,82;38,53;0,34;2,23;-1,34;-;23,82;-3,82;3,06
05.07.2020;05:00;-13,5;-2,08;-13,5;-13,5;0,42;-13,5;-13,5;0,42;-13,5;38,28;0,42;1,12;-5;-;23,86;-13,5;1,07
05.07.2020;06:00;-14,91;-2,93;-14,91;-14,91;0,66;-14,91;-14,91;0,66;-14,91;37,17;0,66;-0,34;-4,92;-;22,67;-14,91;1,02
05.07.2020;07:00;-13,45;-2,3;-13,45;-13,45;0,99;-13,45;-13,45;0,92;-13,45;35,52;0,99;1,75;-6,15;-;19,89;-10;10,02
05.07.2020;08:00;-13,87;-1,75;-13,87;-13,87;1,32;-13,87;-13,87;0,98;-13,87;39,45;1,32;1,85;-4,18;-;19,11;-4,93;8,02
05.07.2020;09:00;-14,54;0,49;-14,54;-14,54;1,44;-13,52;-14,54;1,06;-1,08;38,87;1,44;5,53;0,85;-;19,89;-1,08;9,06
05.07.2020;10:00;-17,01;3,53;-5,92;-14,99;1,46;-5,79;-5,83;1,14;2,3;41,7;1,46;5,38;6,12;-;19,89;2,3;12,99
05.07.2020;11:00;-26,93;3,46;-0,26;-26,93;1,44;0,05;0;1,15;-10;41,7;1,44;6,98;16,43;-;18,7;18,7;16,43
05.07.2020;12:00;-63,02;4,1;0,03;-34,73;1,35;5;0,02;1,14;-1,1;41,61;1,35;3,44;20;-;20;20;20
05.07.2020;13:00;-64,55;-4,08;0,05;-36,62;1,05;0,05;-2,63;1,05;-44,68;41,91;1,05;0,12;3;-;18,2;18,2;12,92
05.07.2020;14:00;-64,99;-5,54;-11,74;-40,26;0,93;-7,75;-10;0,93;-23,94;40,07;0,93;-12,82;3;-;15;5,02;10,98
05.07.2020;15:00;-64,96;-9,9;-19,23;-49,97;0,76;-19,17;-20,83;0,76;-23,91;40,16;0,76;-21,9;5;-;15;6,1;12,05
05.07.2020;16:00;-64,59;-4,85;-13,3;-47;0,62;-13,27;-12,57;0,62;-10,03;41,77;0,62;-10,48;6,7;-;19,89;2,4;14,97
05.07.2020;17:00;-36,97;5,46;-5,31;-35,83;0,86;-5,28;-5;0,86;20,08;41,65;0,86;6,82;25;-;23,45;23,45;25
05.07.2020;18:00;-4,44;16,02;18,6;-4,44;1,08;19,8;18,6;1,08;21,9;40,9;1,08;14,33;30,95;-;25,53;25,53;30,95
05.07.2020;19:00;1,49;20,42;17,03;1,31;1,31;25,22;22,4;1,31;24,07;44,18;1,31;23,47;40,5;-;26,1;26,1;40,5
05.07.2020;20:00;19,17;19,58;24,05;1,38;1,38;26,4;26,21;1,38;25,01;41,83;1,38;25,08;27,55;-;26,4;26,4;35,07
05.07.2020;21:00;25,94;19,27;26;1,36;1,36;26,12;25,94;1,36;26,01;41,04;1,36;26,3;23,9;-;28,17;28,17;43,07
05.07.2020;22:00;30,24;20,3;30,19;1,34;1,34;30,28;30,21;1,34;30,25;40,7;1,34;26,93;20,28;-;30,28;30,28;31,03
05.07.2020;23:00;23,19;19,13;28,21;1,21;1,21;30,04;28,46;1,21;25,08;41,24;1,21;24,52;19,22;-;30,04;26,1;20,05
06.07.2020;00:00;19,9;17,06;16,2;0,13;0,13;26,45;16,2;0,13;21,5;42,84;0,13;25,95;20,21;-;26,45;26,45;21,74
06.07.2020;01:00;7,71;12,36;0,05;0,05;0,05;21,35;0,05;0,05;11,02;43,71;0,05;21,67;13,3;-;21,35;11,02;15,94
06.07.2020;02:00;6,45;10,6;0;0;0;17,04;0;0;8,93;43,87;0;15,18;10,4;-;18,6;8,93;11,82
06.07.2020;03:00;3,37;8,4;-0,81;0,01;0,01;8,39;0,01;0,01;4,53;43,58;0,01;8,9;10,19;-;18,6;4,53;10,19
06.07.2020;04:00;3,23;8,62;-0,09;-0,09;-0,09;8,59;-0,09;-0,09;4,47;43,57;-0,09;9,34;11,95;-;18,01;4,47;12,4
06.07.2020;05:00;5,61;11,08;-1,02;0,04;0,04;13,11;0,04;0,04;7,36;43,77;0,04;18,36;17;-;18,6;7,36;18,18
06.07.2020;06:00;20,42;18,4;17,45;0,69;0,69;22,8;18,9;0,69;20,99;50,88;0,69;25,92;24,08;-;25,44;25,44;28,61
06.07.2020;07:00;28,27;21,57;28,27;1,48;1,48;28,27;28,27;1,25;28,27;48,94;1,48;30,37;25,56;-;29,82;29,82;32,34
06.07.2020;08:00;27,97;22,29;27,47;3,06;3,06;28,9;27,47;1,31;28,24;48,93;3,06;32,22;25,71;-;31,4;31,4;31,98
06.07.2020;09:00;21,89;21,41;27,57;2,36;2,36;29,1;27,57;1,33;25,06;49,95;2,36;31,95;22;-;33,36;33,36;34,06
06.07.2020;10:00;1,49;22,13;22,2;1,49;1,49;30,75;18,48;1,34;31,29;50,51;1,49;33,46;30,23;-;31,29;31,29;30,23
06.07.2020;11:00;1,1;22,69;21,1;1,1;1,1;32;16,67;1,1;33,04;50,84;1,1;33,27;35,11;-;33,36;33,36;35,11
06.07.2020;12:00;1,25;22,02;19,65;1,25;1,25;32,51;14,9;1,25;27,98;50,66;1,25;31,4;36,99;-;35;35;36,99
06.07.2020;13:00;0,05;20,36;18;0,05;1,08;32,5;10,68;1,08;25,09;50,67;1,08;32,08;30;-;35;35;37,06
06.07.2020;14:00;-3,05;20,85;18,02;-3,05;1,18;29,46;14,5;1,18;25,07;50,6;1,18;30,08;38,65;-;36,4;36,4;38,65
06.07.2020;15:00;-2,97;20,48;16,49;-2,97;1,17;28,29;13;1,17;25,03;49,91;1,17;29,06;39,66;-;36,7;36,7;39,66
06.07.2020;16:00;-0,02;21,37;17,9;-0,02;1,16;26,79;18,9;1,16;25,01;48,77;1,16;28,64;41,9;-;39,46;39,46;41,9
06.07.2020;17:00;1,23;20,06;22,66;1,23;1,47;28,36;19;1,23;23,94;49,17;1,47;29,9;26;-;40;40;40,01
06.07.2020;18:00;27,96;22,84;29,05;4,8;4,8;29,05;26,98;1,32;28,25;48,63;4,8;31,98;26,26;-;40,7;40,7;42
06.07.2020;19:00;34,22;25,68;34,22;5,07;5,07;34,22;34,22;1,31;34,22;48,38;5,07;33,38;31,46;-;45;45;42,1
06.07.2020;20:00;34,51;25,87;34,51;4,87;4,87;34,51;34,51;1,3;34,51;47,27;4,87;33,59;33,8;-;40;40;45,06
06.07.2020;21:00;35,31;25,63;35,31;3,62;3,62;35,31;35,31;1,29;35,31;47,56;3,62;32,55;33,8;-;37;37;45,07
06.07.2020;22:00;35,94;26,21;38,02;1,51;1,51;37,23;39,8;1,27;35,94;50,3;1,51;33,55;34,58;-;37,23;37,23;38,75
06.07.2020;23:00;30,94;23,54;36,76;1,17;1,17;36,14;37;1,17;30,94;43,39;1,17;30,03;30,86;-;36,14;36,14;33,01
07.07.2020;00:00;29,56;22,52;33,27;0,43;0,43;33,27;33,27;0,43;31,05;46,03;0,43;30,8;26,95;-;33,27;33,27;33,65
07.07.2020;01:00;28,54;20,69;28,54;0,09;0,09;28,54;28,54;0,09;28,54;45,06;0,09;29,06;26,2;-;28,54;28,54;28,73
07.07.2020;02:00;27,96;20,31;27,96;0,08;0,08;27,96;27,96;0,08;27,96;44,76;0,08;27,58;26,29;-;27,96;27,96;26,29
07.07.2020;03:00;27,3;19,86;27,3;0,07;0,07;27,3;27,3;0,07;27,3;44,12;0,07;27,11;25,43;-;27,3;27,3;25,43
07.07.2020;04:00;27,15;19,87;27,15;0,08;0,08;27,15;27,15;0,08;27,15;43,62;0,08;27,52;26,04;-;27,15;27,15;26,04
07.07.2020;05:00;27,9;20,57;27,9;0,93;0,93;27,9;27,9;0,93;27,9;43,6;0,93;28,35;26,67;-;27,9;27,9;27,2
07.07.2020;06:00;33,83;24,99;33,83;2,19;2,19;33,83;33,83;1,34;33,83;48,13;2,19;34,24;34,51;-;33,83;33,83;34,51
07.07.2020;07:00;37,65;29,68;37,65;9,26;9,26;37,65;37,65;1,3;37,65;49,86;9,26;37,54;39,01;-;37,65;37,65;39,01
07.07.2020;08:00;37,2;30,23;37,2;11,06;11,06;37,2;37,2;1,37;37,2;50,05;11,06;38,24;39;-;37,2;37,2;39
07.07.2020;09:00;34,87;29,35;34,17;12,04;12,04;35,91;34,17;1,42;35,08;49,71;12,04;36,28;36,92;-;35,91;35,08;36,92
07.07.2020;10:00;30,82;28,47;32,55;13,69;13,69;34,21;29,52;1,42;31,66;47,97;13,69;34,78;37;-;34,21;34,21;37
07.07.2020;11:00;27,99;27,62;25,1;14,11;14,11;35,36;22,4;1,42;29,6;49,25;14,11;33,65;35,96;-;35,36;35,36;35,96
07.07.2020;12:00;27,73;26,97;19,7;13,57;13,57;39,13;19,7;1,4;30,21;49,97;13,57;32,96;30,08;-;31,29;30,21;30,08
07.07.2020;13:00;24,98;26,64;22,3;13,8;13,8;39,08;18,11;1,36;27,96;50;13,8;32,05;31,2;-;31,01;31,01;31,2
07.07.2020;14:00;24,36;25,87;23,74;13,55;13,55;36,6;18;1,35;27,05;49,97;13,55;32,74;27,85;-;33,97;27,05;27,85
07.07.2020;15:00;24,8;25,31;21,55;13,02;13,02;34;18,5;1,33;26,77;49,87;13,02;32,08;27,52;-;34;26,77;27,52
07.07.2020;16:00;25,18;25,67;21,2;12,68;12,68;34;21,2;1,33;27,19;49,98;12,68;32,13;28,5;-;34;27,19;28,73
07.07.2020;17:00;30,48;32,48;28;25,31;27,08;35,66;28;1,28;31,84;49,2;27,08;34,76;33,36;-;35,66;31,84;33,36
07.07.2020;18:00;38,48;39,29;38,43;37,56;37,56;38,54;38,43;1,26;38,48;50,42;37,56;38,03;37,01;-;38,54;38,48;37,01
07.07.2020;19:00;40,78;41,88;40,7;39,8;39,8;40,84;40,75;1,24;40,78;50,45;39,8;42,83;41,87;-;40,84;40,78;41,87
07.07.2020;20:00;40,84;41,86;40,84;39,86;39,86;40,84;40,84;1,24;40,84;50,52;39,86;41,55;42,59;-;40,84;40,84;42,59
07.07.2020;21:00;40,1;41,6;40,1;40,1;40,1;40,1;40,1;1,22;40,1;52,78;39,14;40,66;41,3;-;40,1;40,1;41,3
07.07.2020;22:00;40,15;41,73;40,15;40,15;40,15;40,15;40,15;1,17;40,15;54,8;39,19;40,29;40,5;-;40,15;40,15;40,5
07.07.2020;23:00;37;36,45;37;37;37;37;37;1,17;37;45,99;23,56;37,29;36,2;-;37;37;36,2
08.07.2020;00:00;35,93;30,82;35,68;18,49;18,49;36,3;35,68;1,24;35,93;46,7;11,95;36,48;37,32;-;36,3;35,93;37,32
08.07.2020;01:00;31,05;27,14;30,33;15,03;15,03;31,88;30,33;1,21;31,05;46,54;8,26;32,96;33,18;-;31,88;31,05;33,18
08.07.2020;02:00;30,41;26,23;30,41;16,01;16,01;30,41;30,41;1,16;30,41;45,99;4,2;31,43;31,18;-;30,41;30,41;31,18
08.07.2020;03:00;29,92;26,55;29,92;19,48;19,48;29,92;29,92;1,13;29,92;45,76;3,92;30,23;30,36;-;29,92;29,92;30,36
08.07.2020;04:00;29,55;26,57;29,55;20,2;20,2;29,55;29,55;1,12;29,55;45,18;4,59;30,16;30,18;-;29,55;29,55;30,18
08.07.2020;05:00;30,3;29,95;30,3;30,3;30,3;30,3;30,3;1,17;30,3;45,05;10,88;31,13;31,01;-;30,3;30,3;31,01
08.07.2020;06:00;36,98;39,15;36,98;36,98;36,98;36,98;36,98;1,33;36,98;54,78;36,09;37,03;39,51;-;36,98;36,98;39,51
08.07.2020;07:00;43;43,8;43;43;43;43;43;1,43;43;50,97;41,97;40,78;45,52;-;43;43;45,52
08.07.2020;08:00;47;47,18;47;47;47;47;47;1,44;47;51,34;45,87;44,08;48,35;-;47;47;48,35
08.07.2020;09:00;46,2;46,05;46,2;46,2;46,2;46,2;46,2;1,45;46,2;51,22;45,1;41,88;45,29;-;46,2;46,2;45,29
08.07.2020;10:00;44,44;44,81;44,44;44,44;44,44;44,44;44,44;1,45;44,44;51,23;44,44;41,08;44,32;-;44,44;44,44;44,32
08.07.2020;11:00;44,71;45,08;44,71;44,71;44,71;44,71;44,71;1,44;44,71;51,6;44,71;41,06;44,77;-;44,71;44,71;44,77
08.07.2020;12:00;42,02;43,15;42,02;42,02;42,02;42,02;42,02;1,43;42,02;51,4;42,02;40,13;44,67;-;42,02;42,02;44,67
