SLOT_START;GATE_CLOSURE_TIME;total;GERMANY_BLOCK_DEMAND_[MW];GERMANY_BLOCK_EXPORT_LIMIT_[MW];GERMANY_BLOCK_CORE_PORTION_[MW];BELGIUM_BLOCK_DEMAND_[MW];BELGIUM_BLOCK_EXPORT_LIMIT_[MW];BELGIUM_BLOCK_CORE_PORTION_[MW];FRANCE_BLOCK_DEMAND_[MW];FRANCE_BLOCK_EXPORT_LIMIT_[MW];FRANCE_BLOCK_CORE_PORTION_[MW];NETHERLANDS_BLOCK_DEMAND_[MW];NETHERLANDS_BLOCK_EXPORT_LIMIT_[MW];NETHERLANDS_BLOCK_CORE_PORTION_[MW];AUSTRIA_BLOCK_DEMAND_[MW];AUSTRIA_BLOCK_EXPORT_LIMIT_[MW];AUSTRIA_BLOCK_CORE_PORTION_[MW];SWITZERLAND_BLOCK_DEMAND_[MW];SWITZERLAND_BLOCK_EXPORT_LIMIT_[MW];SWITZERLAND_BLOCK_CORE_PORTION_[MW];SLOVENIA_BLOCK_DEMAND_[MW];SLOVENIA_BLOCK_EXPORT_LIMIT_[MW];SLOVENIA_BLOCK_CORE_PORTION_[MW];DENMARK_BLOCK_DEMAND_[MW];DENMARK_BLOCK_EXPORT_LIMIT_[MW];DENMARK_BLOCK_CORE_PORTION_[MW]
2020-12-01 19:00:00+00:00;2020-11-30 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-01 23:00:00+00:00;2020-12-01 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-02 03:00:00+00:00;2020-12-01 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-02 07:00:00+00:00;2020-12-01 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-02 11:00:00+00:00;2020-12-01 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-02 15:00:00+00:00;2020-12-01 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-02 19:00:00+00:00;2020-12-01 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-02 23:00:00+00:00;2020-12-02 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-03 03:00:00+00:00;2020-12-02 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-03 07:00:00+00:00;2020-12-02 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-03 11:00:00+00:00;2020-12-02 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-03 15:00:00+00:00;2020-12-02 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-03 19:00:00+00:00;2020-12-02 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-03 23:00:00+00:00;2020-12-03 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-04 03:00:00+00:00;2020-12-03 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-04 07:00:00+00:00;2020-12-03 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-04 11:00:00+00:00;2020-12-03 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-04 15:00:00+00:00;2020-12-03 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-04 19:00:00+00:00;2020-12-03 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-04 23:00:00+00:00;2020-12-04 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-05 03:00:00+00:00;2020-12-04 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-05 07:00:00+00:00;2020-12-04 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-05 11:00:00+00:00;2020-12-04 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-05 15:00:00+00:00;2020-12-04 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-05 19:00:00+00:00;2020-12-04 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-05 23:00:00+00:00;2020-12-05 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-06 03:00:00+00:00;2020-12-05 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-06 07:00:00+00:00;2020-12-05 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-06 11:00:00+00:00;2020-12-05 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-06 15:00:00+00:00;2020-12-05 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-06 19:00:00+00:00;2020-12-05 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-06 23:00:00+00:00;2020-12-06 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-07 03:00:00+00:00;2020-12-06 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-07 07:00:00+00:00;2020-12-06 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-07 11:00:00+00:00;2020-12-06 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-07 15:00:00+00:00;2020-12-06 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-07 19:00:00+00:00;2020-12-06 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-07 23:00:00+00:00;2020-12-07 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-08 03:00:00+00:00;2020-12-07 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-08 07:00:00+00:00;2020-12-07 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-08 11:00:00+00:00;2020-12-07 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-08 15:00:00+00:00;2020-12-07 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-08 19:00:00+00:00;2020-12-07 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-08 23:00:00+00:00;2020-12-08 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-09 03:00:00+00:00;2020-12-08 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-09 07:00:00+00:00;2020-12-08 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-09 11:00:00+00:00;2020-12-08 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-09 15:00:00+00:00;2020-12-08 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-09 19:00:00+00:00;2020-12-08 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-09 23:00:00+00:00;2020-12-09 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-10 03:00:00+00:00;2020-12-09 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-10 07:00:00+00:00;2020-12-09 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-10 11:00:00+00:00;2020-12-09 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-10 15:00:00+00:00;2020-12-09 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-10 19:00:00+00:00;2020-12-09 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-10 23:00:00+00:00;2020-12-10 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-11 03:00:00+00:00;2020-12-10 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-11 07:00:00+00:00;2020-12-10 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-11 11:00:00+00:00;2020-12-10 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-11 15:00:00+00:00;2020-12-10 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-11 19:00:00+00:00;2020-12-10 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-11 23:00:00+00:00;2020-12-11 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-12 03:00:00+00:00;2020-12-11 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-12 07:00:00+00:00;2020-12-11 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-12 11:00:00+00:00;2020-12-11 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-12 15:00:00+00:00;2020-12-11 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-12 19:00:00+00:00;2020-12-11 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-12 23:00:00+00:00;2020-12-12 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-13 03:00:00+00:00;2020-12-12 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-13 07:00:00+00:00;2020-12-12 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-13 11:00:00+00:00;2020-12-12 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-13 15:00:00+00:00;2020-12-12 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-13 19:00:00+00:00;2020-12-12 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-13 23:00:00+00:00;2020-12-13 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-14 03:00:00+00:00;2020-12-13 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-14 07:00:00+00:00;2020-12-13 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-14 11:00:00+00:00;2020-12-13 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-14 15:00:00+00:00;2020-12-13 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-14 19:00:00+00:00;2020-12-13 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-14 23:00:00+00:00;2020-12-14 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-15 03:00:00+00:00;2020-12-14 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-15 07:00:00+00:00;2020-12-14 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-15 11:00:00+00:00;2020-12-14 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-15 15:00:00+00:00;2020-12-14 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-15 19:00:00+00:00;2020-12-14 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-15 23:00:00+00:00;2020-12-15 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-16 03:00:00+00:00;2020-12-15 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-16 07:00:00+00:00;2020-12-15 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-16 11:00:00+00:00;2020-12-15 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-16 15:00:00+00:00;2020-12-15 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-16 19:00:00+00:00;2020-12-15 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-16 23:00:00+00:00;2020-12-16 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-17 03:00:00+00:00;2020-12-16 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-17 07:00:00+00:00;2020-12-16 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-17 11:00:00+00:00;2020-12-16 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-17 15:00:00+00:00;2020-12-16 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-17 19:00:00+00:00;2020-12-16 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-17 23:00:00+00:00;2020-12-17 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-18 03:00:00+00:00;2020-12-17 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-18 07:00:00+00:00;2020-12-17 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-18 11:00:00+00:00;2020-12-17 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-18 15:00:00+00:00;2020-12-17 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-18 19:00:00+00:00;2020-12-17 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-18 23:00:00+00:00;2020-12-18 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-19 03:00:00+00:00;2020-12-18 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-19 07:00:00+00:00;2020-12-18 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-19 11:00:00+00:00;2020-12-18 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-19 15:00:00+00:00;2020-12-18 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-19 19:00:00+00:00;2020-12-18 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-19 23:00:00+00:00;2020-12-19 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-20 03:00:00+00:00;2020-12-19 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-20 07:00:00+00:00;2020-12-19 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-20 11:00:00+00:00;2020-12-19 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
2020-12-20 15:00:00+00:00;2020-12-19 07:00:00+00:00;1413.0;573.0;171.0;172.0;78.0;100.0;24.0;516.0;154.0;155.0;113.0;100.0;34.0;68.0;100.0;21.0;65.0;100.0;20.0;;;;;;
