SLOT_START;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_DEMAND_[MW];AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_IMPORT(-)_EXPORT(+)_[MW];BE_DEMAND_[MW];BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];BE_IMPORT(-)_EXPORT(+)_[MW];CH_DEMAND_[MW];CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW];CH_IMPORT(-)_EXPORT(+)_[MW];DE_DEMAND_[MW];DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_IMPORT(-)_EXPORT(+)_[MW];FR_DEMAND_[MW];FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW];FR_IMPORT(-)_EXPORT(+)_[MW];NL_DEMAND_[MW];NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW];NL_IMPORT(-)_EXPORT(+)_[MW];SI_DEMAND_[MW];SI_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SI_IMPORT(-)_EXPORT(+)_[MW];DK_DEMAND_[MW];DK_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DK_IMPORT(-)_EXPORT(+)_[MW]
2020-09-26 22:00:00+00:00;40.6;68.0;40.6;0.0;78.0;51.06;-54.0;65.0;40.6;29.0;573.0;40.6;-54.0;516.0;35.0;154.0;113.0;163.11;-75.0;-;-;-;-;-;-
2020-09-27 02:00:00+00:00;26.0;68.0;26.0;-27.0;78.0;61.91;-54.0;65.0;26.0;19.0;573.0;26.0;20.0;516.0;26.0;117.0;113.0;119.7;-75.0;-;-;-;-;-;-
2020-09-27 06:00:00+00:00;26.08;68.0;26.08;8.0;78.0;101.95;-54.0;65.0;26.08;23.0;573.0;26.08;27.0;516.0;26.08;71.0;113.0;147.5;-75.0;-;-;-;-;-;-
2020-09-27 10:00:00+00:00;29.1;68.0;29.1;-1.0;78.0;81.61;-54.0;65.0;29.1;23.0;573.0;29.1;19.0;516.0;29.1;88.0;113.0;183.11;-75.0;-;-;-;-;-;-
2020-09-27 14:00:00+00:00;26.76;68.0;26.76;5.0;78.0;74.39;-54.0;65.0;26.76;20.0;573.0;26.76;20.0;516.0;26.76;84.0;113.0;174.5;-75.0;-;-;-;-;-;-
2020-09-27 18:00:00+00:00;35.92;68.0;35.92;9.0;78.0;54.45;-54.0;65.0;35.92;31.0;573.0;35.92;25.0;516.0;35.92;64.0;113.0;175.69;-75.0;-;-;-;-;-;-
2020-09-27 22:00:00+00:00;26.0;68.0;26.0;7.0;78.0;43.34;-54.0;65.0;26.0;14.0;573.0;26.0;33.0;516.0;26.0;75.0;113.0;180.58;-75.0;-;-;-;-;-;-
2020-09-28 02:00:00+00:00;38.86;68.0;38.86;15.0;78.0;53.31;-54.0;65.0;38.86;52.0;573.0;38.86;-3.0;516.0;38.86;65.0;113.0;100.69;-75.0;-;-;-;-;-;-
2020-09-28 06:00:00+00:00;35.0;68.0;35.0;54.0;78.0;97.33;-54.0;65.0;35.0;94.0;573.0;35.0;11.0;516.0;35.0;-30.0;113.0;143.77;-75.0;-;-;-;-;-;-
2020-09-28 10:00:00+00:00;28.14;68.0;28.14;53.0;78.0;75.62;-54.0;65.0;28.14;59.0;573.0;28.14;62.0;516.0;28.14;-60.0;113.0;91.94;-60.0;-;-;-;-;-;-
2020-09-28 14:00:00+00:00;43.87;68.0;43.87;14.0;78.0;70.18;-54.0;65.0;43.87;90.0;573.0;43.87;-8.0;516.0;43.87;33.0;113.0;161.95;-75.0;-;-;-;-;-;-
2020-09-28 18:00:00+00:00;42.74;68.0;42.74;31.0;78.0;55.15;-54.0;65.0;42.74;95.0;573.0;42.74;-9.0;516.0;42.74;12.0;113.0;163.57;-75.0;-;-;-;-;-;-
2020-09-28 22:00:00+00:00;39.0;68.0;39.0;-3.0;78.0;39.0;-50.0;65.0;39.0;25.0;573.0;39.0;10.0;516.0;39.0;78.0;113.0;73.31;-57.0;-;-;-;-;-;-
2020-09-29 02:00:00+00:00;42.64;68.0;42.64;1.0;78.0;47.87;-54.0;65.0;42.64;80.0;573.0;42.64;-20.0;516.0;42.64;81.0;113.0;117.55;-75.0;-;-;-;-;-;-
2020-09-29 06:00:00+00:00;39.0;68.0;39.0;12.0;78.0;97.23;-54.0;65.0;39.0;72.0;573.0;39.0;-5.0;516.0;39.0;50.0;113.0;154.08;-75.0;-;-;-;-;-;-
2020-09-29 10:00:00+00:00;29.0;68.0;29.0;54.0;78.0;71.57;-54.0;65.0;29.0;53.0;573.0;29.0;29.0;516.0;29.0;-24.0;113.0;111.81;-57.0;-;-;-;-;-;-
2020-09-29 14:00:00+00:00;48.88;68.0;48.88;42.0;78.0;69.73;-54.0;65.0;48.88;86.0;573.0;48.88;-18.0;516.0;48.88;19.0;113.0;179.12;-75.0;-;-;-;-;-;-
2020-09-29 18:00:00+00:00;39.92;68.0;39.92;24.0;78.0;59.41;-54.0;65.0;39.92;92.0;573.0;39.92;-18.0;516.0;39.92;33.0;113.0;164.72;-75.0;-;-;-;-;-;-
2020-09-29 22:00:00+00:00;33.6;68.0;33.6;30.0;78.0;45.72;-54.0;65.0;33.6;16.0;573.0;33.6;-40.0;516.0;33.6;105.0;113.0;100.0;-57.0;-;-;-;-;-;-
2020-09-30 02:00:00+00:00;42.6;68.0;42.6;31.0;78.0;45.76;-54.0;65.0;42.6;20.0;573.0;42.6;-39.0;516.0;42.6;121.0;113.0;107.14;-75.0;-;-;-;-;-;-
2020-09-30 06:00:00+00:00;35.64;68.0;35.64;34.0;78.0;99.58;-54.0;65.0;35.42;105.0;573.0;35.64;-63.0;516.0;35.64;61.0;113.0;144.21;-78.0;-;-;-;-;-;-
2020-09-30 10:00:00+00:00;32.97;68.0;32.97;30.0;78.0;76.02;-54.0;65.0;32.97;99.0;573.0;32.97;-21.0;516.0;32.97;7.0;113.0;119.26;-60.0;-;-;-;-;-;-
2020-09-30 14:00:00+00:00;44.0;68.0;44.0;44.0;78.0;73.21;-54.0;65.0;44.0;89.0;573.0;44.0;-62.0;516.0;44.0;58.0;113.0;164.61;-75.0;-;-;-;-;-;-
2020-09-30 18:00:00+00:00;43.45;68.0;43.45;58.0;78.0;60.49;-54.0;65.0;43.45;62.0;573.0;43.45;-44.0;516.0;43.45;53.0;113.0;157.03;-75.0;-;-;-;-;-;-
2020-09-30 22:00:00+00:00;37.23;68.0;37.23;-2.0;78.0;38.2;-54.0;65.0;37.23;26.0;573.0;37.23;-17.0;516.0;37.23;106.0;113.0;37.23;-57.0;-;-;-;-;-;-
2020-10-01 02:00:00+00:00;43.67;68.0;43.67;18.0;78.0;43.67;-49.0;65.0;43.67;24.0;573.0;43.67;-23.0;516.0;43.67;109.0;113.0;106.81;-75.0;-;-;-;-;-;-
2020-10-01 06:00:00+00:00;36.32;68.0;36.32;68.0;78.0;103.14;-54.0;65.0;36.32;98.0;573.0;36.32;-66.0;516.0;36.32;29.0;113.0;150.98;-75.0;-;-;-;-;-;-
2020-10-01 10:00:00+00:00;47.0;68.0;47.0;30.0;78.0;52.7;-54.0;65.0;47.0;58.0;573.0;47.0;-28.0;516.0;47.0;51.0;113.0;111.86;-57.0;-;-;-;-;-;-
2020-10-01 14:00:00+00:00;38.44;68.0;38.44;70.0;78.0;81.39;-54.0;65.0;38.44;89.0;573.0;38.44;-73.0;516.0;38.44;43.0;113.0;145.88;-75.0;-;-;-;-;-;-
2020-10-01 18:00:00+00:00;45.36;68.0;45.36;40.0;78.0;51.77;-54.0;65.0;45.36;23.0;573.0;45.36;7.0;516.0;45.36;59.0;113.0;175.44;-75.0;-;-;-;-;-;-
2020-10-01 22:00:00+00:00;38.07;68.0;38.07;12.0;78.0;38.07;-53.0;65.0;38.07;26.0;573.0;38.07;-27.0;516.0;38.07;117.0;113.0;176.34;-75.0;-;-;-;-;-;-
2020-10-02 02:00:00+00:00;43.6;68.0;43.6;18.0;78.0;43.6;-49.0;65.0;43.6;24.0;573.0;43.6;-8.0;516.0;43.6;90.0;113.0;107.08;-75.0;-;-;-;-;-;-
2020-10-02 06:00:00+00:00;32.36;68.0;32.36;53.0;78.0;106.12;-54.0;65.0;29.3;100.0;573.0;32.36;-65.0;516.0;32.36;41.0;113.0;158.48;-75.0;-;-;-;-;-;-
2020-10-02 10:00:00+00:00;45.0;68.0;45.0;20.0;78.0;50.02;-54.0;65.0;45.0;35.0;573.0;45.0;-25.0;516.0;45.0;84.0;113.0;113.07;-60.0;-;-;-;-;-;-
2020-10-02 14:00:00+00:00;39.64;68.0;39.64;21.0;78.0;75.96;-54.0;65.0;39.64;98.0;573.0;39.64;-60.0;516.0;39.64;70.0;113.0;142.89;-75.0;-;-;-;-;-;-
2020-10-02 18:00:00+00:00;51.04;68.0;51.04;33.0;78.0;51.04;-49.0;65.0;51.04;20.0;573.0;51.04;-49.0;516.0;51.04;120.0;113.0;145.48;-75.0;-;-;-;-;-;-
2020-10-02 22:00:00+00:00;58.71;68.0;58.71;57.0;78.0;58.71;-49.0;65.0;58.71;29.0;573.0;58.71;-58.0;516.0;58.71;116.0;113.0;58.71;-79.0;-;-;-;-;-;-
2020-10-03 02:00:00+00:00;54.0;68.0;54.0;32.0;78.0;61.2;-54.0;65.0;54.0;25.0;573.0;54.0;-78.0;516.0;46.04;154.0;113.0;54.0;-79.0;-;-;-;-;-;-
2020-10-03 06:00:00+00:00;55.84;68.0;55.84;52.0;78.0;108.05;-54.0;65.0;55.84;35.0;573.0;55.84;-73.0;516.0;55.84;119.0;113.0;55.84;-79.0;-;-;-;-;-;-
2020-10-03 10:00:00+00:00;60.52;68.0;60.52;57.0;78.0;60.52;-49.0;65.0;60.52;30.0;573.0;60.52;-42.0;516.0;60.52;83.0;113.0;60.52;-79.0;-;-;-;-;-;-
2020-10-03 14:00:00+00:00;61.86;68.0;61.86;57.0;78.0;79.67;-54.0;65.0;61.86;27.0;573.0;61.86;-38.0;516.0;61.86;95.0;113.0;61.86;-79.0;-;-;-;-;-;-
2020-10-03 18:00:00+00:00;59.92;68.0;59.92;60.0;78.0;59.92;-49.0;65.0;59.92;25.0;573.0;59.92;-28.0;516.0;59.92;71.0;113.0;59.92;-79.0;-;-;-;-;-;-
2020-10-03 22:00:00+00:00;60.0;68.0;60.0;16.0;78.0;70.88;-54.0;65.0;60.0;23.0;573.0;60.0;-64.0;516.0;3.88;154.0;113.0;166.58;-75.0;-;-;-;-;-;-
2020-10-04 02:00:00+00:00;60.0;68.0;60.0;16.0;78.0;79.44;-54.0;65.0;60.0;22.0;573.0;60.0;-63.0;516.0;41.56;154.0;113.0;114.17;-75.0;-;-;-;-;-;-
2020-10-04 06:00:00+00:00;58.0;68.0;58.0;16.0;78.0;104.89;-54.0;65.0;58.0;28.0;573.0;58.0;-69.0;516.0;42.72;154.0;113.0;160.49;-75.0;-;-;-;-;-;-
2020-10-04 10:00:00+00:00;126.37;68.0;126.37;16.0;78.0;126.37;-51.0;65.0;126.37;39.0;573.0;126.37;-75.0;516.0;21.84;154.0;113.0;176.5;-75.0;-;-;-;-;-;-
2020-10-04 14:00:00+00:00;61.0;68.0;61.0;16.0;78.0;78.78;-54.0;65.0;61.0;21.0;573.0;61.0;-62.0;516.0;45.64;154.0;113.0;154.08;-75.0;-;-;-;-;-;-
2020-10-04 18:00:00+00:00;56.52;68.0;56.52;25.0;78.0;56.52;-52.0;65.0;56.52;19.0;573.0;56.52;-37.0;516.0;56.52;120.0;113.0;143.56;-75.0;-;-;-;-;-;-
2020-10-04 22:00:00+00:00;29.36;68.0;29.36;11.0;78.0;73.67;-54.0;65.0;29.36;21.0;573.0;29.36;-20.0;516.0;29.36;117.0;113.0;160.08;-75.0;-;-;-;-;-;-
2020-10-05 02:00:00+00:00;36.52;68.0;36.52;15.0;78.0;77.45;-54.0;65.0;36.52;21.0;573.0;36.52;15.0;516.0;36.52;78.0;113.0;104.71;-75.0;-;-;-;-;-;-
2020-10-05 06:00:00+00:00;30.62;68.0;30.62;34.0;78.0;94.13;-54.0;65.0;28.8;99.0;573.0;30.62;-13.0;516.0;30.62;-4.0;113.0;115.03;-62.0;-;-;-;-;-;-
2020-10-05 10:00:00+00:00;41.62;68.0;41.62;46.0;78.0;52.77;-54.0;65.0;41.62;50.0;573.0;41.62;-24.0;516.0;41.62;44.0;113.0;106.1;-62.0;-;-;-;-;-;-
2020-10-05 14:00:00+00:00;37.44;68.0;37.44;28.0;78.0;73.58;-54.0;65.0;37.44;93.0;573.0;37.44;-28.0;516.0;37.44;36.0;113.0;151.74;-75.0;-;-;-;-;-;-
2020-10-05 18:00:00+00:00;34.04;68.0;34.04;33.0;78.0;44.62;-54.0;65.0;34.04;12.0;573.0;34.04;22.0;516.0;34.04;48.0;113.0;123.76;-61.0;-;-;-;-;-;-
2020-10-05 22:00:00+00:00;66.3;68.0;66.3;27.0;78.0;73.97;-54.0;65.0;66.3;30.0;573.0;66.3;41.0;516.0;66.3;14.0;113.0;110.0;-58.0;-;-;-;-;-;-
2020-10-06 02:00:00+00:00;64.72;68.0;64.72;39.0;78.0;72.29;-54.0;65.0;64.72;58.0;573.0;64.72;36.0;516.0;64.72;-4.0;113.0;112.76;-75.0;-;-;-;-;-;-
2020-10-06 06:00:00+00:00;27.0;68.0;27.0;52.0;78.0;78.86;-54.0;65.0;24.57;100.0;573.0;27.0;22.0;516.0;27.0;-45.0;113.0;156.92;-75.0;-;-;-;-;-;-
2020-10-06 10:00:00+00:00;51.0;68.0;51.0;33.0;78.0;57.33;-54.0;65.0;51.0;85.0;573.0;51.0;49.0;516.0;51.0;-55.0;113.0;167.41;-58.0;-;-;-;-;-;-
2020-10-06 14:00:00+00:00;31.83;68.0;31.83;48.0;78.0;64.61;-54.0;65.0;31.83;99.0;573.0;31.83;20.0;516.0;31.83;-38.0;113.0;176.95;-75.0;-;-;-;-;-;-
2020-10-06 18:00:00+00:00;53.0;68.0;53.0;33.0;78.0;53.0;-47.0;65.0;53.0;79.0;573.0;53.0;50.0;516.0;53.0;-40.0;113.0;143.65;-75.0;-;-;-;-;-;-
2020-10-06 22:00:00+00:00;44.4;68.0;44.4;12.0;78.0;87.45;-54.0;65.0;44.4;34.0;573.0;44.4;-72.0;516.0;44.0;154.0;113.0;162.77;-74.0;-;-;-;-;-;-
2020-10-07 02:00:00+00:00;36.96;68.0;36.96;15.0;78.0;78.69;-54.0;65.0;36.96;41.0;573.0;36.96;-10.0;516.0;36.96;82.0;113.0;117.95;-74.0;-;-;-;-;-;-
2020-10-07 06:00:00+00:00;29.64;68.0;29.64;34.0;78.0;76.55;-54.0;65.0;28.68;100.0;573.0;29.64;27.0;516.0;29.64;-32.0;113.0;140.93;-75.0;-;-;-;-;-;-
2020-10-07 10:00:00+00:00;43.96;68.0;43.96;23.0;78.0;51.57;-54.0;65.0;43.96;62.0;573.0;43.96;33.0;516.0;43.96;11.0;113.0;189.19;-75.0;-;-;-;-;-;-
2020-10-07 14:00:00+00:00;33.12;68.0;33.12;19.0;78.0;53.51;-54.0;65.0;29.62;100.0;573.0;33.12;7.0;516.0;33.12;2.0;113.0;148.99;-74.0;-;-;-;-;-;-
2020-10-07 18:00:00+00:00;47.0;68.0;47.0;26.0;78.0;47.0;-47.0;65.0;47.0;41.0;573.0;47.0;20.0;516.0;47.0;34.0;113.0;173.76;-74.0;-;-;-;-;-;-
2020-10-07 22:00:00+00:00;37.92;68.0;37.92;15.0;78.0;107.53;-54.0;65.0;37.92;35.0;573.0;37.92;-72.0;516.0;37.92;151.0;113.0;179.66;-75.0;-;-;-;-;-;-
2020-10-08 02:00:00+00:00;29.64;68.0;29.64;14.0;78.0;86.16;-54.0;65.0;29.64;35.0;573.0;29.64;-19.0;516.0;29.64;99.0;113.0;101.88;-75.0;-;-;-;-;-;-
2020-10-08 06:00:00+00:00;32.84;68.0;32.84;72.0;78.0;70.11;-54.0;65.0;32.84;57.0;573.0;32.84;-23.0;516.0;32.84;23.0;113.0;142.05;-75.0;-;-;-;-;-;-
2020-10-08 10:00:00+00:00;38.6;68.0;38.6;17.0;78.0;54.15;-54.0;65.0;38.6;38.0;573.0;38.6;23.0;516.0;38.6;38.0;113.0;152.0;-62.0;-;-;-;-;-;-
2020-10-08 14:00:00+00:00;36.76;68.0;36.76;32.0;78.0;46.83;-54.0;65.0;36.76;34.0;573.0;36.76;18.0;516.0;36.76;45.0;113.0;180.22;-75.0;-;-;-;-;-;-
2020-10-08 18:00:00+00:00;47.92;68.0;47.92;42.0;78.0;47.92;-47.0;65.0;47.92;38.0;573.0;47.92;32.0;516.0;47.92;10.0;113.0;150.24;-75.0;-;-;-;-;-;-
2020-10-08 22:00:00+00:00;41.0;68.0;41.0;26.0;78.0;101.26;-54.0;65.0;41.0;21.0;573.0;41.0;-37.0;516.0;41.0;103.0;113.0;150.0;-59.0;-;-;-;-;-;-
2020-10-09 02:00:00+00:00;31.81;68.0;31.81;20.0;78.0;90.36;-54.0;65.0;31.81;23.0;573.0;31.81;-6.0;516.0;31.81;92.0;113.0;108.51;-75.0;-;-;-;-;-;-
2020-10-09 06:00:00+00:00;26.92;68.0;26.92;55.0;78.0;64.83;-54.0;65.0;26.92;61.0;573.0;26.92;3.0;516.0;26.92;10.0;113.0;148.15;-75.0;-;-;-;-;-;-
2020-10-09 10:00:00+00:00;24.12;68.0;24.12;31.0;78.0;53.16;-54.0;65.0;24.12;68.0;573.0;24.12;6.0;516.0;24.12;8.0;113.0;150.0;-59.0;-;-;-;-;-;-
2020-10-09 14:00:00+00:00;22.0;68.0;22.0;66.0;78.0;48.97;-54.0;65.0;22.0;48.0;573.0;22.0;-40.0;516.0;22.0;55.0;113.0;174.69;-75.0;-;-;-;-;-;-
2020-10-09 18:00:00+00:00;29.94;68.0;29.94;22.0;78.0;38.6;-54.0;65.0;29.94;31.0;573.0;29.94;-22.0;516.0;29.94;98.0;113.0;144.75;-75.0;-;-;-;-;-;-
2020-10-09 22:00:00+00:00;37.96;68.0;37.96;18.0;78.0;88.92;-54.0;65.0;37.96;22.0;573.0;37.96;34.0;516.0;37.96;54.0;113.0;166.7;-74.0;-;-;-;-;-;-
2020-10-10 02:00:00+00:00;36.0;68.0;36.0;21.0;78.0;77.26;-54.0;65.0;36.0;30.0;573.0;36.0;30.0;516.0;36.0;47.0;113.0;102.03;-74.0;-;-;-;-;-;-
2020-10-10 06:00:00+00:00;34.0;68.0;34.0;20.0;78.0;71.89;-54.0;65.0;34.0;67.0;573.0;34.0;21.0;516.0;34.0;20.0;113.0;156.14;-74.0;-;-;-;-;-;-
2020-10-10 10:00:00+00:00;47.92;68.0;47.92;20.0;78.0;47.92;-47.0;65.0;47.92;76.0;573.0;47.92;-23.0;516.0;47.92;48.0;113.0;183.16;-74.0;-;-;-;-;-;-
2020-10-10 14:00:00+00:00;29.45;68.0;29.45;17.0;78.0;42.18;-54.0;65.0;29.45;58.0;573.0;29.45;-6.0;516.0;29.45;66.0;113.0;150.4;-74.0;-;-;-;-;-;-
2020-10-10 18:00:00+00:00;33.32;68.0;33.32;17.0;78.0;33.32;-47.0;65.0;33.32;62.0;573.0;33.32;14.0;516.0;33.32;28.0;113.0;166.96;-74.0;-;-;-;-;-;-
2020-10-10 22:00:00+00:00;28.87;68.0;28.87;-7.0;78.0;90.92;-54.0;65.0;28.87;26.0;573.0;28.87;-45.0;516.0;24.48;154.0;113.0;172.7;-74.0;-;-;-;-;-;-
2020-10-11 02:00:00+00:00;23.08;68.0;23.08;-14.0;78.0;80.12;-54.0;65.0;23.08;23.0;573.0;23.08;-29.0;516.0;23.08;148.0;113.0;109.23;-74.0;-;-;-;-;-;-
2020-10-11 06:00:00+00:00;22.4;68.0;22.4;-11.0;78.0;70.59;-54.0;65.0;22.4;33.0;573.0;22.4;-24.0;516.0;22.4;130.0;113.0;158.25;-74.0;-;-;-;-;-;-
2020-10-11 10:00:00+00:00;35.38;68.0;35.38;-9.0;78.0;35.38;-49.0;65.0;35.38;45.0;573.0;35.38;-14.0;516.0;35.38;101.0;113.0;190.83;-74.0;-;-;-;-;-;-
2020-10-11 14:00:00+00:00;23.5;68.0;23.5;-11.0;78.0;44.17;-54.0;65.0;23.5;19.0;573.0;23.5;-19.0;516.0;23.5;139.0;113.0;166.21;-74.0;-;-;-;-;-;-
2020-10-11 18:00:00+00:00;20.96;68.0;20.96;5.0;78.0;32.39;-54.0;65.0;20.96;20.0;573.0;20.96;-18.0;516.0;20.96;121.0;113.0;142.16;-74.0;-;-;-;-;-;-
2020-10-11 22:00:00+00:00;29.35;68.0;29.35;12.0;78.0;89.96;-54.0;65.0;29.35;29.0;573.0;29.35;-4.0;516.0;29.35;91.0;113.0;174.02;-74.0;-;-;-;-;-;-
2020-10-12 02:00:00+00:00;35.52;68.0;35.52;28.0;78.0;75.6;-54.0;65.0;35.52;50.0;573.0;35.52;-53.0;516.0;35.52;103.0;113.0;108.89;-74.0;-;-;-;-;-;-
2020-10-12 06:00:00+00:00;34.24;68.0;34.24;46.0;78.0;72.15;-54.0;65.0;30.0;103.0;573.0;34.24;-8.0;516.0;34.24;-10.0;113.0;140.2;-74.0;-;-;-;-;-;-
2020-10-12 10:00:00+00:00;33.48;68.0;33.48;34.0;78.0;33.48;-49.0;65.0;33.48;88.0;573.0;33.48;40.0;516.0;33.48;-54.0;113.0;149.67;-59.0;-;-;-;-;-;-
2020-10-12 14:00:00+00:00;39.44;68.0;39.44;2.0;78.0;40.73;-54.0;65.0;32.88;100.0;573.0;39.44;5.0;516.0;39.44;22.0;113.0;168.4;-75.0;-;-;-;-;-;-
2020-10-12 18:00:00+00:00;35.25;68.0;35.25;30.0;78.0;35.25;-47.0;65.0;35.25;67.0;573.0;35.25;1.0;516.0;35.25;8.0;113.0;172.01;-59.0;-;-;-;-;-;-
2020-10-12 22:00:00+00:00;23.0;68.0;23.0;-4.0;78.0;89.0;-54.0;65.0;23.0;31.0;573.0;23.0;-6.0;516.0;23.0;107.0;113.0;164.17;-74.0;-;-;-;-;-;-
2020-10-13 02:00:00+00:00;28.78;68.0;28.78;12.0;78.0;71.08;-54.0;65.0;28.78;44.0;573.0;28.78;-52.0;516.0;28.78;134.0;113.0;115.5;-74.0;-;-;-;-;-;-
2020-10-13 06:00:00+00:00;27.71;68.0;27.71;15.0;78.0;73.71;-54.0;65.0;27.71;54.0;573.0;27.71;-12.0;516.0;27.71;73.0;113.0;147.11;-74.0;-;-;-;-;-;-
2020-10-13 10:00:00+00:00;36.48;68.0;36.48;43.0;78.0;36.48;-47.0;65.0;36.48;95.0;573.0;36.48;21.0;516.0;36.48;-36.0;113.0;175.51;-74.0;-;-;-;-;-;-
2020-10-13 14:00:00+00:00;36.0;68.0;36.0;21.0;78.0;37.29;-54.0;65.0;36.0;53.0;573.0;36.0;8.0;516.0;36.0;46.0;113.0;171.89;-74.0;-;-;-;-;-;-
2020-10-13 18:00:00+00:00;43.88;68.0;43.88;34.0;78.0;43.88;-47.0;65.0;43.88;70.0;573.0;43.88;3.0;516.0;43.88;14.0;113.0;172.66;-74.0;-;-;-;-;-;-
2020-10-13 22:00:00+00:00;49.32;68.0;49.32;18.0;78.0;76.36;-54.0;65.0;49.32;44.0;573.0;49.32;10.0;516.0;49.32;38.0;113.0;120.0;-56.0;-;-;-;-;-;-
2020-10-14 02:00:00+00:00;44.0;68.0;44.0;18.0;78.0;63.69;-54.0;65.0;44.0;60.0;573.0;44.0;0.0;516.0;44.0;50.0;113.0;103.91;-74.0;-;-;-;-;-;-
2020-10-14 06:00:00+00:00;49.28;68.0;49.28;59.0;78.0;73.71;-54.0;65.0;27.6;100.0;573.0;49.28;33.0;516.0;49.28;-63.0;113.0;146.93;-75.0;-;-;-;-;-;-
2020-10-14 10:00:00+00:00;50.0;68.0;50.0;21.0;78.0;50.0;-47.0;65.0;42.9;100.0;573.0;50.0;14.0;516.0;50.0;-31.0;113.0;120.0;-57.0;-;-;-;-;-;-
2020-10-14 14:00:00+00:00;48.56;68.0;48.56;24.0;78.0;48.56;-47.0;65.0;38.7;100.0;573.0;48.56;27.0;516.0;48.56;-47.0;113.0;143.75;-57.0;-;-;-;-;-;-
2020-10-14 18:00:00+00:00;36.71;68.0;36.71;15.0;78.0;36.71;-54.0;65.0;36.71;53.0;573.0;36.71;17.0;516.0;36.71;34.0;113.0;120.0;-56.0;-;-;-;-;-;-
2020-10-14 22:00:00+00:00;42.0;68.0;42.0;16.0;78.0;63.98;-54.0;65.0;42.0;36.0;573.0;42.0;-64.0;516.0;42.0;140.0;113.0;166.01;-74.0;-;-;-;-;-;-
2020-10-15 02:00:00+00:00;33.92;68.0;33.92;15.0;78.0;55.65;-54.0;65.0;33.92;27.0;573.0;33.92;-68.0;516.0;33.64;154.0;113.0;138.49;-74.0;-;-;-;-;-;-
2020-10-15 06:00:00+00:00;37.0;68.0;37.0;60.0;78.0;79.45;-54.0;65.0;30.0;102.0;573.0;37.0;-63.0;516.0;37.0;13.0;113.0;155.04;-56.0;-;-;-;-;-;-
2020-10-15 10:00:00+00:00;38.16;68.0;38.16;13.0;78.0;38.16;-47.0;65.0;38.16;78.0;573.0;38.16;11.0;516.0;38.16;4.0;113.0;124.18;-59.0;-;-;-;-;-;-
2020-10-15 14:00:00+00:00;36.92;68.0;36.92;58.0;78.0;43.54;-54.0;65.0;35.33;101.0;573.0;36.92;-72.0;516.0;36.92;42.0;113.0;168.79;-74.0;-;-;-;-;-;-
2020-10-15 18:00:00+00:00;33.92;68.0;33.92;21.0;78.0;33.92;-47.0;65.0;33.92;78.0;573.0;33.92;-37.0;516.0;33.92;44.0;113.0;119.83;-59.0;-;-;-;-;-;-
2020-10-15 22:00:00+00:00;33.24;68.0;33.24;17.0;78.0;62.91;-54.0;65.0;33.24;34.0;573.0;33.24;-43.0;516.0;33.24;102.0;113.0;150.0;-56.0;-;-;-;-;-;-
2020-10-16 02:00:00+00:00;27.64;68.0;27.64;19.0;78.0;52.85;-54.0;65.0;27.64;29.0;573.0;27.64;-36.0;516.0;27.64;116.0;113.0;147.74;-74.0;-;-;-;-;-;-
2020-10-16 06:00:00+00:00;26.68;68.0;26.68;38.0;78.0;89.64;-54.0;65.0;26.68;65.0;573.0;26.68;-49.0;516.0;26.68;74.0;113.0;151.08;-74.0;-;-;-;-;-;-
2020-10-16 10:00:00+00:00;41.0;68.0;41.0;64.0;78.0;41.0;-47.0;65.0;32.6;98.0;573.0;41.0;-25.0;516.0;41.0;-20.0;113.0;123.59;-59.0;-;-;-;-;-;-
2020-10-16 14:00:00+00:00;35.96;68.0;35.96;55.0;78.0;47.73;-54.0;65.0;34.08;101.0;573.0;35.96;-21.0;516.0;35.96;-6.0;113.0;166.27;-74.0;-;-;-;-;-;-
2020-10-16 18:00:00+00:00;26.8;68.0;26.8;19.0;78.0;26.8;-47.0;65.0;26.8;73.0;573.0;26.8;-45.0;516.0;26.8;59.0;113.0;135.86;-59.0;-;-;-;-;-;-
2020-10-16 22:00:00+00:00;25.0;68.0;25.0;9.0;78.0;62.82;-54.0;65.0;25.0;26.0;573.0;25.0;21.0;516.0;25.0;72.0;113.0;172.48;-74.0;-;-;-;-;-;-
2020-10-17 02:00:00+00:00;25.0;68.0;25.0;-1.0;78.0;57.83;-54.0;65.0;25.0;20.0;573.0;25.0;18.0;516.0;25.0;91.0;113.0;131.05;-74.0;-;-;-;-;-;-
2020-10-17 06:00:00+00:00;22.0;68.0;22.0;21.0;78.0;76.37;-54.0;65.0;22.0;41.0;573.0;22.0;-34.0;516.0;22.0;100.0;113.0;156.61;-74.0;-;-;-;-;-;-
2020-10-17 10:00:00+00:00;25.0;68.0;25.0;8.0;78.0;30.49;-54.0;65.0;25.0;17.0;573.0;25.0;18.0;516.0;25.0;70.0;113.0;121.03;-59.0;-;-;-;-;-;-
