SLOT_START;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_DEMAND_[MW];AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_IMPORT(-)_EXPORT(+)_[MW];BE_DEMAND_[MW];BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];BE_IMPORT(-)_EXPORT(+)_[MW];CH_DEMAND_[MW];CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW];CH_IMPORT(-)_EXPORT(+)_[MW];DE_DEMAND_[MW];DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_IMPORT(-)_EXPORT(+)_[MW];FR_DEMAND_[MW];FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW];FR_IMPORT(-)_EXPORT(+)_[MW];NL_DEMAND_[MW];NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW];NL_IMPORT(-)_EXPORT(+)_[MW];SI_DEMAND_[MW];SI_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SI_IMPORT(-)_EXPORT(+)_[MW];DK_DEMAND_[MW];DK_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DK_IMPORT(-)_EXPORT(+)_[MW]
2021-08-17 10:00:00+00:00;99.82;71.0;99.82;49.0;87.0;105.37;-60.0;67.0;99.82;59.0;562.0;99.82;44.0;508.0;99.82;-29.0;114.0;99.82;-48.0;15.0;99.82;-4.0;20.0;99.82;-11.0
2021-08-17 14:00:00+00:00;55.44;71.0;55.44;15.0;87.0;70.02;-60.0;67.0;55.44;24.0;562.0;55.44;81.0;508.0;55.44;13.0;114.0;55.44;-48.0;15.0;55.44;-15.0;20.0;55.44;-10.0
2021-08-17 18:00:00+00:00;46.0;71.0;46.0;34.0;87.0;46.0;-58.0;67.0;46.0;26.0;562.0;46.0;45.0;508.0;46.0;28.0;114.0;46.0;-50.0;15.0;46.0;-15.0;20.0;46.0;-10.0
2021-08-17 22:00:00+00:00;72.4;71.0;72.4;-20.0;87.0;121.34;-60.0;67.0;72.4;56.0;562.0;72.4;135.0;508.0;72.4;-41.0;114.0;72.4;-50.0;15.0;72.4;-9.0;20.0;72.4;-11.0
2021-08-18 02:00:00+00:00;77.36;71.0;77.36;-18.0;87.0;106.74;-60.0;67.0;77.36;24.0;562.0;77.36;168.0;508.0;77.36;-44.0;114.0;77.36;-50.0;15.0;77.36;-9.0;20.0;77.36;-11.0
2021-08-18 06:00:00+00:00;57.92;71.0;57.92;-26.0;87.0;58.08;-60.0;67.0;57.92;54.0;562.0;57.92;118.0;508.0;57.92;-13.0;114.0;57.92;-48.0;15.0;57.92;-15.0;20.0;57.92;-10.0
2021-08-18 10:00:00+00:00;57.76;71.0;57.76;-23.0;87.0;130.9;-60.0;67.0;57.76;44.0;562.0;57.76;128.0;508.0;57.76;-16.0;114.0;57.76;-48.0;15.0;57.76;-15.0;20.0;57.76;-10.0
2021-08-18 14:00:00+00:00;56.64;71.0;56.64;-6.0;87.0;99.05;-60.0;67.0;56.64;86.0;562.0;56.64;92.0;508.0;56.64;-39.0;114.0;56.64;-48.0;15.0;56.64;-15.0;20.0;56.64;-10.0
2021-08-18 18:00:00+00:00;44.24;71.0;44.24;-40.0;87.0;44.24;-58.0;67.0;44.24;63.0;562.0;44.24;99.0;508.0;44.24;11.0;114.0;44.24;-50.0;15.0;44.24;-15.0;20.0;44.24;-10.0
2021-08-18 22:00:00+00:00;72.8;71.0;72.8;43.0;87.0;137.42;-60.0;67.0;72.8;61.0;562.0;72.8;133.0;508.0;72.8;-111.0;114.0;72.8;-48.0;15.0;72.8;-7.0;20.0;72.8;-11.0
2021-08-19 02:00:00+00:00;79.0;71.0;79.0;53.0;87.0;131.49;-60.0;67.0;79.0;35.0;562.0;79.0;145.0;508.0;79.0;-107.0;114.0;79.0;-48.0;15.0;79.0;-7.0;20.0;79.0;-11.0
2021-08-19 06:00:00+00:00;42.0;71.0;42.0;8.0;87.0;60.52;-60.0;67.0;42.0;69.0;562.0;42.0;129.0;508.0;42.0;-72.0;114.0;42.0;-49.0;15.0;42.0;-15.0;20.0;42.0;-10.0
2021-08-19 10:00:00+00:00;48.0;71.0;48.0;23.0;87.0;111.89;-60.0;67.0;48.0;65.0;562.0;48.0;145.0;508.0;48.0;-108.0;114.0;48.0;-49.0;15.0;48.0;-6.0;20.0;48.0;-10.0
2021-08-19 14:00:00+00:00;49.2;71.0;49.2;27.0;87.0;68.11;-60.0;67.0;49.2;89.0;562.0;49.2;95.0;508.0;49.2;-77.0;114.0;49.2;-49.0;15.0;49.2;-15.0;20.0;49.2;-10.0
2021-08-19 18:00:00+00:00;30.38;71.0;30.38;0.0;87.0;30.38;-58.0;67.0;30.38;59.0;562.0;30.38;57.0;508.0;30.38;21.0;114.0;30.38;-51.0;15.0;30.38;-15.0;20.0;30.38;-10.0
2021-08-19 22:00:00+00:00;76.38;71.0;76.38;74.0;87.0;111.42;-60.0;67.0;76.38;88.0;562.0;76.38;76.0;508.0;76.38;-109.0;114.0;76.38;-51.0;15.0;76.38;-7.0;20.0;76.38;-10.0
2021-08-20 02:00:00+00:00;67.56;71.0;67.56;75.0;87.0;113.48;-60.0;67.0;67.56;52.0;562.0;67.56;121.0;508.0;67.56;-119.0;114.0;67.56;-51.0;15.0;67.56;-7.0;20.0;67.56;-11.0
2021-08-20 06:00:00+00:00;35.31;71.0;35.31;41.0;87.0;35.31;-60.0;67.0;35.31;85.0;562.0;35.31;86.0;508.0;35.31;-76.0;114.0;35.31;-49.0;15.0;35.31;-15.0;20.0;35.31;-10.0
2021-08-20 10:00:00+00:00;54.08;71.0;54.08;69.0;87.0;87.04;-60.0;67.0;54.08;94.0;562.0;54.08;99.0;508.0;54.08;-137.0;114.0;54.08;-49.0;15.0;54.08;-6.0;20.0;54.08;-10.0
2021-08-20 14:00:00+00:00;54.11;71.0;54.11;54.0;87.0;71.52;-60.0;67.0;49.6;81.0;562.0;54.11;70.0;508.0;54.11;-68.0;114.0;54.11;-51.0;15.0;54.11;-15.0;20.0;54.11;-10.0
2021-08-20 18:00:00+00:00;28.92;71.0;28.92;29.0;87.0;28.92;-58.0;67.0;28.92;78.0;562.0;28.92;10.0;508.0;28.92;27.0;114.0;28.92;-61.0;15.0;28.92;-15.0;20.0;28.92;-10.0
2021-08-20 22:00:00+00:00;47.83;71.0;47.83;31.0;87.0;83.06;-60.0;67.0;47.83;24.0;562.0;47.83;155.0;508.0;47.83;-72.0;114.0;47.83;-51.0;15.0;47.83;-15.0;20.0;47.83;-12.0
2021-08-21 02:00:00+00:00;49.24;71.0;49.24;48.0;87.0;119.04;-60.0;67.0;49.24;24.0;562.0;49.24;135.0;508.0;49.24;-69.0;114.0;49.24;-51.0;15.0;49.24;-15.0;20.0;49.24;-12.0
2021-08-21 06:00:00+00:00;49.43;71.0;49.43;73.0;87.0;52.71;-60.0;67.0;49.43;25.0;562.0;49.43;93.0;508.0;49.43;-56.0;114.0;49.43;-59.0;15.0;49.43;-6.0;20.0;49.43;-10.0
2021-08-21 10:00:00+00:00;45.0;71.0;45.0;35.0;87.0;127.57;-60.0;67.0;45.0;51.0;562.0;45.0;132.0;508.0;45.0;-93.0;114.0;45.0;-49.0;15.0;45.0;-6.0;20.0;45.0;-10.0
2021-08-21 14:00:00+00:00;64.04;71.0;64.04;89.0;87.0;100.91;-60.0;67.0;64.04;66.0;562.0;64.04;67.0;508.0;64.04;-88.0;114.0;64.04;-49.0;15.0;64.04;-15.0;20.0;64.04;-10.0
2021-08-21 18:00:00+00:00;39.02;71.0;39.02;34.0;87.0;39.02;-58.0;67.0;39.02;87.0;562.0;39.02;28.0;508.0;39.02;-15.0;114.0;39.02;-51.0;15.0;39.02;-15.0;20.0;39.02;-10.0
2021-08-21 22:00:00+00:00;43.0;71.0;43.0;33.0;87.0;122.64;-60.0;67.0;43.0;9.0;562.0;43.0;115.0;508.0;43.0;-19.0;114.0;43.0;-51.0;15.0;43.0;-15.0;20.0;43.0;-12.0
2021-08-22 02:00:00+00:00;43.0;71.0;43.0;33.0;87.0;155.36;-60.0;67.0;43.0;15.0;562.0;43.0;129.0;508.0;43.0;-43.0;114.0;43.0;-49.0;15.0;43.0;-13.0;20.0;43.0;-12.0
2021-08-22 06:00:00+00:00;45.0;71.0;45.0;16.0;87.0;111.33;-60.0;67.0;45.0;16.0;562.0;45.0;120.0;508.0;45.0;-17.0;114.0;45.0;-49.0;15.0;45.0;-15.0;20.0;45.0;-11.0
2021-08-22 10:00:00+00:00;43.0;71.0;43.0;33.0;87.0;167.78;-60.0;67.0;43.0;29.0;562.0;43.0;107.0;508.0;43.0;-43.0;114.0;43.0;-49.0;15.0;43.0;-6.0;20.0;43.0;-11.0
2021-08-22 14:00:00+00:00;51.0;71.0;51.0;33.0;87.0;148.65;-60.0;67.0;51.0;13.0;562.0;51.0;152.0;508.0;51.0;-63.0;114.0;51.0;-49.0;15.0;51.0;-15.0;20.0;51.0;-11.0
2021-08-22 18:00:00+00:00;37.92;71.0;37.92;26.0;87.0;70.68;-60.0;67.0;37.92;24.0;562.0;37.92;71.0;508.0;37.92;16.0;114.0;37.92;-51.0;15.0;37.92;-15.0;20.0;37.92;-11.0
2021-08-22 22:00:00+00:00;46.16;71.0;46.16;-5.0;87.0;109.58;-60.0;67.0;46.16;12.0;562.0;46.16;155.0;508.0;46.16;-28.0;114.0;46.16;-49.0;15.0;46.16;-13.0;20.0;46.16;-12.0
2021-08-23 02:00:00+00:00;66.0;71.0;66.0;8.0;87.0;109.06;-60.0;67.0;66.0;24.0;562.0;66.0;143.0;508.0;66.0;-44.0;114.0;66.0;-49.0;15.0;66.0;-10.0;20.0;66.0;-12.0
2021-08-23 06:00:00+00:00;56.2;71.0;56.2;26.0;87.0;56.2;-58.0;67.0;56.2;90.0;562.0;56.2;81.0;508.0;56.2;-63.0;114.0;56.2;-49.0;15.0;56.2;-15.0;20.0;56.2;-11.0
2021-08-23 10:00:00+00:00;48.8;71.0;48.8;1.0;87.0;81.64;-60.0;67.0;48.8;64.0;562.0;48.8;107.0;508.0;48.8;-47.0;114.0;48.8;-49.0;15.0;48.8;-6.0;20.0;48.8;-10.0
2021-08-23 14:00:00+00:00;59.0;71.0;59.0;29.0;87.0;60.03;-60.0;67.0;59.0;72.0;562.0;59.0;37.0;508.0;59.0;-1.0;114.0;59.0;-49.0;15.0;59.0;-15.0;20.0;59.0;-10.0
2021-08-23 18:00:00+00:00;47.75;71.0;47.75;-9.0;87.0;47.75;-58.0;67.0;47.75;61.0;562.0;47.75;85.0;508.0;47.75;-4.0;114.0;47.75;-49.0;15.0;47.75;-15.0;20.0;47.75;-10.0
2021-08-23 22:00:00+00:00;42.0;71.0;42.0;12.0;87.0;99.29;-60.0;67.0;42.0;27.0;562.0;42.0;141.0;508.0;42.0;-31.0;114.0;42.0;-49.0;15.0;42.0;-13.0;20.0;42.0;-12.0
2021-08-24 02:00:00+00:00;66.0;71.0;66.0;26.0;87.0;96.87;-60.0;67.0;66.0;35.0;562.0;66.0;66.0;508.0;66.0;1.0;114.0;66.0;-49.0;15.0;66.0;-7.0;20.0;66.0;-12.0
2021-08-24 06:00:00+00:00;42.2;71.0;42.2;-9.0;87.0;42.2;-58.0;67.0;42.2;100.0;562.0;42.2;73.0;508.0;42.2;-22.0;114.0;42.2;-49.0;15.0;42.2;-15.0;20.0;42.2;-10.0
2021-08-24 10:00:00+00:00;36.0;71.0;36.0;4.0;87.0;68.78;-60.0;67.0;36.0;73.0;562.0;36.0;50.0;508.0;36.0;7.0;114.0;36.0;-49.0;15.0;36.0;-15.0;20.0;36.0;-10.0
2021-08-24 14:00:00+00:00;42.0;71.0;42.0;-18.0;87.0;47.21;-60.0;67.0;42.0;81.0;562.0;42.0;34.0;508.0;42.0;37.0;114.0;42.0;-49.0;15.0;42.0;-15.0;20.0;42.0;-10.0
2021-08-24 18:00:00+00:00;42.18;71.0;42.18;-14.0;87.0;42.18;-58.0;67.0;42.18;79.0;562.0;42.18;57.0;508.0;42.18;10.0;114.0;42.18;-49.0;15.0;42.18;-15.0;20.0;42.18;-10.0
2021-08-24 22:00:00+00:00;40.0;71.0;40.0;30.0;87.0;88.35;-60.0;67.0;40.0;33.0;562.0;40.0;138.0;508.0;40.0;-70.0;114.0;40.0;-51.0;15.0;40.0;-9.0;20.0;40.0;-11.0
2021-08-25 02:00:00+00:00;57.09;71.0;57.09;45.0;87.0;80.35;-60.0;67.0;57.09;42.0;562.0;57.09;115.0;508.0;57.09;-66.0;114.0;57.09;-51.0;15.0;57.09;-12.0;20.0;57.09;-12.0
2021-08-25 06:00:00+00:00;46.93;71.0;46.93;55.0;87.0;46.93;-58.0;67.0;45.47;98.0;562.0;46.93;61.0;508.0;46.93;-81.0;114.0;46.93;-49.0;15.0;46.93;-15.0;20.0;46.93;-11.0
2021-08-25 10:00:00+00:00;44.44;71.0;44.44;27.0;87.0;49.44;-60.0;67.0;44.44;72.0;562.0;44.44;113.0;508.0;44.44;-77.0;114.0;44.44;-49.0;15.0;44.44;-15.0;20.0;44.44;-11.0
2021-08-25 14:00:00+00:00;44.0;71.0;44.0;47.0;87.0;44.0;-58.0;67.0;44.0;82.0;562.0;44.0;80.0;508.0;44.0;-77.0;114.0;44.0;-49.0;15.0;44.0;-15.0;20.0;44.0;-10.0
2021-08-25 18:00:00+00:00;33.08;71.0;33.08;43.0;87.0;33.08;-58.0;67.0;33.08;44.0;562.0;33.08;69.0;508.0;33.08;-24.0;114.0;33.08;-49.0;15.0;33.08;-15.0;20.0;33.08;-10.0
2021-08-25 22:00:00+00:00;46.6;71.0;46.6;23.0;87.0;106.25;-60.0;67.0;46.6;39.0;562.0;46.6;138.0;508.0;46.6;-65.0;114.0;46.6;-49.0;15.0;46.6;-15.0;20.0;46.6;-11.0
2021-08-26 02:00:00+00:00;55.6;71.0;55.6;45.0;87.0;112.04;-60.0;67.0;55.6;33.0;562.0;55.6;139.0;508.0;55.6;-82.0;114.0;55.6;-49.0;15.0;55.6;-15.0;20.0;55.6;-11.0
2021-08-26 06:00:00+00:00;35.12;71.0;35.12;29.0;87.0;35.12;-58.0;67.0;35.12;92.0;562.0;35.12;65.0;508.0;35.12;-55.0;114.0;35.12;-49.0;15.0;35.12;-15.0;20.0;35.12;-9.0
2021-08-26 10:00:00+00:00;34.6;71.0;34.6;29.0;87.0;78.18;-60.0;67.0;34.6;35.0;562.0;34.6;81.0;508.0;34.6;-12.0;114.0;34.6;-49.0;15.0;34.6;-15.0;20.0;34.6;-9.0
2021-08-26 14:00:00+00:00;38.4;71.0;38.4;13.0;87.0;66.7;-60.0;67.0;38.4;27.0;562.0;38.4;74.0;508.0;38.4;19.0;114.0;38.4;-49.0;15.0;38.4;-15.0;20.0;38.4;-9.0
2021-08-26 18:00:00+00:00;25.9;71.0;25.9;11.0;87.0;25.9;-58.0;67.0;25.9;69.0;562.0;25.9;41.0;508.0;25.9;11.0;114.0;25.9;-49.0;15.0;25.9;-15.0;20.0;25.9;-10.0
2021-08-26 22:00:00+00:00;33.0;71.0;33.0;19.0;87.0;107.35;-60.0;67.0;33.0;20.0;562.0;33.0;144.0;508.0;33.0;-46.0;114.0;33.0;-51.0;15.0;33.0;-15.0;20.0;33.0;-11.0
2021-08-27 02:00:00+00:00;48.2;71.0;48.2;23.0;87.0;113.0;-60.0;67.0;48.2;30.0;562.0;48.2;119.0;508.0;48.2;-34.0;114.0;48.2;-51.0;15.0;48.2;-15.0;20.0;48.2;-12.0
2021-08-27 06:00:00+00:00;28.8;71.0;28.8;9.0;87.0;40.75;-60.0;67.0;28.8;100.0;562.0;28.8;50.0;508.0;28.8;-24.0;114.0;28.8;-49.0;15.0;28.8;-15.0;20.0;28.8;-11.0
2021-08-27 10:00:00+00:00;30.0;71.0;30.0;10.0;87.0;87.27;-60.0;67.0;30.0;19.0;562.0;30.0;108.0;508.0;30.0;8.0;114.0;30.0;-59.0;15.0;30.0;-15.0;20.0;30.0;-11.0
2021-08-27 14:00:00+00:00;33.0;71.0;33.0;6.0;87.0;60.87;-60.0;67.0;33.0;25.0;562.0;33.0;71.0;508.0;33.0;32.0;114.0;33.0;-49.0;15.0;33.0;-15.0;20.0;33.0;-10.0
2021-08-27 18:00:00+00:00;18.0;71.0;18.0;-3.0;87.0;18.0;-58.0;67.0;18.0;61.0;562.0;18.0;8.0;508.0;18.0;77.0;114.0;18.0;-59.0;15.0;18.0;-15.0;20.0;18.0;-11.0
2021-08-27 22:00:00+00:00;32.0;71.0;32.0;15.0;87.0;114.58;-60.0;67.0;32.0;10.0;562.0;32.0;105.0;508.0;32.0;6.0;114.0;32.0;-49.0;15.0;32.0;-15.0;20.0;32.0;-12.0
2021-08-28 02:00:00+00:00;35.0;71.0;35.0;24.0;87.0;137.4;-60.0;67.0;35.0;8.0;562.0;35.0;115.0;508.0;35.0;-11.0;114.0;35.0;-49.0;15.0;35.0;-15.0;20.0;35.0;-12.0
2021-08-28 06:00:00+00:00;48.0;71.0;48.0;38.0;87.0;78.87;-60.0;67.0;48.0;52.0;562.0;48.0;76.0;508.0;48.0;-32.0;114.0;48.0;-49.0;15.0;48.0;-15.0;20.0;48.0;-10.0
2021-08-28 10:00:00+00:00;40.0;71.0;40.0;22.0;87.0;133.72;-60.0;67.0;40.0;27.0;562.0;40.0;143.0;508.0;40.0;-57.0;114.0;40.0;-49.0;15.0;40.0;-15.0;20.0;40.0;-11.0
2021-08-28 14:00:00+00:00;48.36;71.0;48.36;45.0;87.0;116.15;-60.0;67.0;48.36;37.0;562.0;48.36;125.0;508.0;48.36;-73.0;114.0;48.36;-49.0;15.0;48.36;-15.0;20.0;48.36;-10.0
2021-08-28 18:00:00+00:00;26.0;71.0;26.0;2.0;87.0;56.92;-60.0;67.0;26.0;65.0;562.0;26.0;39.0;508.0;26.0;30.0;114.0;26.0;-49.0;15.0;26.0;-15.0;20.0;26.0;-12.0
2021-08-28 22:00:00+00:00;33.4;71.0;33.4;-28.0;87.0;156.8;-60.0;67.0;33.4;16.0;562.0;33.4;127.0;508.0;33.4;21.0;114.0;33.4;-49.0;15.0;33.4;-15.0;20.0;33.4;-12.0
2021-08-29 02:00:00+00:00;47.0;71.0;47.0;-28.0;87.0;183.6;-60.0;67.0;47.0;28.0;562.0;47.0;102.0;508.0;47.0;34.0;114.0;47.0;-49.0;15.0;47.0;-15.0;20.0;47.0;-12.0
2021-08-29 06:00:00+00:00;30.0;71.0;30.0;-28.0;87.0;143.79;-60.0;67.0;30.0;41.0;562.0;30.0;98.0;508.0;30.0;25.0;114.0;30.0;-49.0;15.0;30.0;-15.0;20.0;30.0;-12.0
2021-08-29 10:00:00+00:00;42.0;71.0;42.0;-28.0;87.0;183.4;-60.0;67.0;42.0;33.0;562.0;42.0;72.0;508.0;42.0;55.0;114.0;42.0;-49.0;15.0;42.0;-12.0;20.0;42.0;-11.0
2021-08-29 14:00:00+00:00;36.0;71.0;36.0;-28.0;87.0;170.25;-60.0;67.0;36.0;21.0;562.0;36.0;111.0;508.0;36.0;35.0;114.0;36.0;-53.0;15.0;36.0;-15.0;20.0;36.0;-11.0
2021-08-29 18:00:00+00:00;25.0;71.0;25.0;-27.0;87.0;106.08;-60.0;67.0;25.0;72.0;562.0;25.0;42.0;508.0;25.0;49.0;114.0;25.0;-49.0;15.0;25.0;-15.0;20.0;25.0;-12.0
2021-08-29 22:00:00+00:00;31.8;71.0;31.8;-47.0;87.0;133.14;-60.0;67.0;31.8;16.0;562.0;31.8;143.0;508.0;31.8;24.0;114.0;31.8;-49.0;15.0;31.8;-15.0;20.0;31.8;-12.0
2021-08-30 02:00:00+00:00;64.0;71.0;64.0;-1.0;87.0;122.44;-60.0;67.0;64.0;40.0;562.0;64.0;104.0;508.0;64.0;0.0;114.0;64.0;-59.0;15.0;64.0;-13.0;20.0;64.0;-11.0
2021-08-30 06:00:00+00:00;57.85;71.0;57.85;0.0;87.0;57.85;-58.0;67.0;47.76;97.0;562.0;57.85;104.0;508.0;57.85;-60.0;114.0;57.85;-59.0;15.0;57.85;-15.0;20.0;57.85;-9.0
2021-08-30 10:00:00+00:00;56.59;71.0;56.59;28.0;87.0;76.41;-60.0;67.0;56.59;55.0;562.0;56.59;82.0;508.0;56.59;-17.0;114.0;56.59;-69.0;15.0;56.59;-10.0;20.0;56.59;-9.0
2021-08-30 14:00:00+00:00;60.05;71.0;60.05;15.0;87.0;60.05;-58.0;67.0;60.05;41.0;562.0;60.05;84.0;508.0;60.05;-9.0;114.0;60.05;-49.0;15.0;60.05;-15.0;20.0;60.05;-9.0
2021-08-30 18:00:00+00:00;46.73;71.0;46.73;-1.0;87.0;46.73;-58.0;67.0;46.73;66.0;562.0;46.73;69.0;508.0;46.73;3.0;114.0;46.73;-53.0;15.0;46.73;-15.0;20.0;46.73;-10.0
2021-08-30 22:00:00+00:00;80.0;71.0;80.0;0.0;87.0;121.34;-60.0;67.0;80.0;20.0;562.0;80.0;162.0;508.0;80.0;-51.0;114.0;80.0;-51.0;15.0;80.0;-9.0;20.0;80.0;-11.0
2021-08-31 02:00:00+00:00;79.04;71.0;79.04;5.0;87.0;109.82;-60.0;67.0;79.04;32.0;562.0;79.04;139.0;508.0;79.04;-47.0;114.0;79.04;-49.0;15.0;79.04;-9.0;20.0;79.04;-11.0
2021-08-31 06:00:00+00:00;66.39;71.0;66.39;-1.0;87.0;66.39;-58.0;67.0;49.69;100.0;562.0;66.39;125.0;508.0;66.39;-108.0;114.0;66.39;-49.0;15.0;66.39;0.0;20.0;66.39;-9.0
2021-08-31 10:00:00+00:00;92.45;71.0;92.45;33.0;87.0;92.45;-58.0;67.0;92.45;86.0;562.0;92.45;92.0;508.0;92.45;-91.0;114.0;92.45;-49.0;15.0;92.45;-5.0;20.0;92.45;-8.0
2021-08-31 14:00:00+00:00;83.68;71.0;83.68;-1.0;87.0;83.68;-56.0;67.0;68.76;98.0;562.0;83.68;135.0;508.0;83.68;-110.0;114.0;83.68;-49.0;15.0;83.68;-9.0;20.0;83.68;-8.0
2021-08-31 18:00:00+00:00;57.64;71.0;57.64;-15.0;87.0;57.64;-58.0;67.0;54.06;99.0;562.0;57.64;95.0;508.0;57.64;-45.0;114.0;57.64;-51.0;15.0;57.64;-15.0;20.0;57.64;-10.0
2021-08-31 22:00:00+00:00;57.0;71.0;57.0;-4.0;87.0;113.45;-60.0;67.0;57.0;1.0;562.0;57.0;91.0;508.0;57.0;52.0;114.0;57.0;-51.0;15.0;57.0;-15.0;20.0;430.33;-14.0
2021-09-01 02:00:00+00:00;66.0;71.0;66.0;1.0;87.0;103.86;-60.0;67.0;66.0;16.0;562.0;66.0;67.0;508.0;66.0;49.0;114.0;66.0;-51.0;15.0;66.0;-10.0;20.0;578.0;-12.0
2021-09-01 06:00:00+00:00;51.6;71.0;51.6;-11.0;87.0;51.6;-58.0;67.0;51.6;32.0;562.0;51.6;117.0;508.0;51.6;-4.0;114.0;51.6;-49.0;15.0;51.6;-15.0;20.0;595.76;-12.0
2021-09-01 10:00:00+00:00;85.0;71.0;85.0;28.0;87.0;85.0;-58.0;67.0;47.31;100.0;562.0;85.0;117.0;508.0;85.0;-120.0;114.0;85.0;-49.0;15.0;85.0;-4.0;20.0;457.23;-14.0
2021-09-01 14:00:00+00:00;60.0;71.0;60.0;11.0;87.0;60.0;-58.0;67.0;60.0;71.0;562.0;60.0;75.0;508.0;60.0;-22.0;114.0;60.0;-51.0;15.0;60.0;-15.0;20.0;637.71;-11.0
2021-09-01 18:00:00+00:00;51.52;71.0;51.52;-7.0;87.0;51.52;-58.0;67.0;51.52;41.0;562.0;51.52;90.0;508.0;51.52;14.0;114.0;51.52;-51.0;15.0;51.52;-15.0;20.0;430.33;-14.0
2021-09-01 22:00:00+00:00;81.67;71.0;81.67;11.0;87.0;94.8;-60.0;67.0;81.67;35.0;562.0;81.67;105.0;508.0;81.67;-15.0;114.0;81.67;-56.0;15.0;81.67;-9.0;20.0;81.67;-11.0
2021-09-02 02:00:00+00:00;76.11;71.0;76.11;21.0;87.0;84.7;-60.0;67.0;76.11;52.0;562.0;76.11;80.0;508.0;76.11;-11.0;114.0;76.11;-61.0;15.0;76.11;-9.0;20.0;76.11;-11.0
2021-09-02 06:00:00+00:00;66.24;71.0;66.24;47.0;87.0;66.24;-58.0;67.0;62.5;97.0;562.0;66.24;72.0;508.0;66.24;-80.0;114.0;66.24;-59.0;15.0;66.24;-9.0;20.0;66.24;-10.0
2021-09-02 10:00:00+00:00;83.92;71.0;83.92;25.0;87.0;83.92;-58.0;67.0;83.92;88.0;562.0;83.92;96.0;508.0;83.92;-74.0;114.0;83.92;-59.0;15.0;83.92;-9.0;20.0;83.92;-9.0
2021-09-02 14:00:00+00:00;68.32;71.0;68.32;23.0;87.0;68.32;-58.0;67.0;68.32;92.0;562.0;68.32;29.0;508.0;68.32;-6.0;114.0;68.32;-61.0;15.0;68.32;-9.0;20.0;68.32;-10.0
2021-09-02 18:00:00+00:00;58.0;71.0;58.0;19.0;87.0;58.0;-58.0;67.0;58.0;85.0;562.0;58.0;40.0;508.0;58.0;-5.0;114.0;58.0;-56.0;15.0;58.0;-15.0;20.0;58.0;-10.0
2021-09-02 22:00:00+00:00;80.56;71.0;80.56;47.0;87.0;104.38;-60.0;67.0;80.56;35.0;562.0;80.56;99.0;508.0;80.56;-48.0;114.0;80.56;-51.0;15.0;80.56;-10.0;20.0;80.56;-11.0
2021-09-03 02:00:00+00:00;76.11;71.0;76.11;57.0;87.0;112.18;-60.0;67.0;76.11;49.0;562.0;76.11;79.0;508.0;76.11;-53.0;114.0;76.11;-51.0;15.0;76.11;-10.0;20.0;76.11;-11.0
2021-09-03 06:00:00+00:00;59.92;71.0;59.92;68.0;87.0;59.92;-58.0;67.0;54.11;100.0;562.0;59.92;66.0;508.0;59.92;-103.0;114.0;59.92;-49.0;15.0;59.92;-15.0;20.0;59.92;-9.0
2021-09-03 10:00:00+00:00;86.08;71.0;86.08;40.0;87.0;86.08;-58.0;67.0;86.08;63.0;562.0;86.08;103.0;508.0;86.08;-88.0;114.0;86.08;-49.0;15.0;86.08;-3.0;20.0;86.08;-8.0
2021-09-03 14:00:00+00:00;69.87;71.0;69.87;60.0;87.0;69.87;-58.0;67.0;69.87;95.0;562.0;69.87;65.0;508.0;69.87;-88.0;114.0;69.87;-49.0;15.0;69.87;-9.0;20.0;69.87;-8.0
2021-09-03 18:00:00+00:00;32.0;71.0;32.0;-7.0;87.0;32.0;-58.0;67.0;32.0;54.0;562.0;32.0;25.0;508.0;32.0;64.0;114.0;32.0;-53.0;15.0;32.0;-15.0;20.0;32.0;-10.0
2021-09-03 22:00:00+00:00;70.2;71.0;70.2;1.0;87.0;80.33;-60.0;67.0;70.2;32.0;562.0;70.2;67.0;508.0;70.2;28.0;114.0;70.2;-49.0;15.0;70.2;-10.0;20.0;70.2;-9.0
2021-09-04 02:00:00+00:00;68.0;71.0;68.0;-3.0;87.0;114.58;-60.0;67.0;68.0;35.0;562.0;68.0;68.0;508.0;68.0;28.0;114.0;68.0;-49.0;15.0;68.0;-10.0;20.0;68.0;-9.0
2021-09-04 06:00:00+00:00;91.67;71.0;91.67;35.0;87.0;91.67;-58.0;67.0;91.67;42.0;562.0;91.67;86.0;508.0;91.67;-39.0;114.0;91.67;-49.0;15.0;91.67;-10.0;20.0;91.67;-7.0
2021-09-04 10:00:00+00:00;78.37;71.0;78.37;-3.0;87.0;86.42;-60.0;67.0;78.37;59.0;562.0;78.37;86.0;508.0;78.37;-6.0;114.0;78.37;-49.0;15.0;78.37;-10.0;20.0;78.37;-7.0
